Period,GDP-Quarterly (),CPI (Y-o-Y change),Unemployment rate,S&P 500 index,Monthly Home Price index,Initial Jobless Claim,Core CPI Index,Consumer Credit,Non-farm Payroll,Chicago PMI
1992-06-01,9643893.0,3.09,7.8,408.27409090909094,,,,,,
1992-05-01,,3.02,7.6,414.81450000000007,,,,,,
1992-04-01,,3.18,7.4,407.4066666666667,,,,,,
1992-03-01,9540444.0,3.19,7.4,407.36454545454546,,,,,,
1992-02-01,,2.82,7.4,412.5573684210526,,,,,,
1992-01-01,,2.6,7.3,416.0759090909091,,,,,,
1991-12-01,9427581.0,3.06,7.3,388.51047619047614,,,,,,
1991-11-01,,2.99,7,385.9195,,,,,,
1991-10-01,,2.92,7,386.88347826086954,,,,,,
1991-09-01,9394834.0,3.39,6.9,387.1985,,,,,,
1991-08-01,,3.8,6.9,389.40318181818185,,,,,,
1991-07-01,,4.45,6.8,380.22681818181815,,,,,,
1991-06-01,9347597.0,4.7,6.9,378.293,,,,,,
1991-05-01,,4.95,6.9,377.9927272727273,,,,,,
1991-04-01,,4.89,6.7,379.6790909090909,,,,,,
1991-03-01,9275276.0,4.9,6.8,372.279,,,,,,
1991-02-01,,5.31,6.6,362.2631578947368,,,,,,
1991-01-01,,5.65,6.4,325.48545454545456,,,,,,
1990-12-01,9318876.0,6.11,6.3,328.7495,,,,,,
1990-11-01,,6.27,6.2,315.2909523809524,,,,,,
1990-10-01,,6.29,5.9,307.1247826086956,,,,,,
1990-09-01,9404494.0,6.16,5.9,315.40684210526314,,,,,,
1990-08-01,,5.62,5.7,330.74652173913046,,,,,,
1990-07-01,,4.82,5.5,360.0309523809524,,,,,,
1990-06-01,9398243.0,4.67,5.2,360.38666666666666,,,,,,
1990-05-01,,4.36,5.4,350.25,,,,,,
1990-04-01,,4.71,5.4,338.178,,,,,,
1990-03-01,9364259.0,5.23,5.2,338.46500000000003,,,,,,
1990-02-01,,5.26,5.3,330.4526315789474,,,,,,
1990-01-01,,5.2,5.4,339.9718181818182,,,,,,
1989-12-01,9263033.0,4.65,5.4,348.568,,,,,,
1989-11-01,,4.66,5.4,340.2190476190476,,,,,,
1989-10-01,,4.49,5.3,347.3959090909091,,,,,,
1989-09-01,9244816.0,4.34,5.3,347.3295,,,,,,
1989-08-01,,4.71,5.2,346.6078260869565,,,,,,
1989-07-01,,4.98,5.2,331.9265,,,,,,
1989-06-01,9176827.0,5.17,5.3,323.7277272727273,,,,,,
1989-05-01,,5.36,5.2,313.93,,,,,,
1989-04-01,,5.12,5.2,302.25100000000003,,,,,,
1989-03-01,9107314.0,4.98,5,292.7131818181818,,,,,,
1989-02-01,,4.83,5.2,294.01105263157893,,,,,,
1989-01-01,,4.67,5.4,285.41333333333336,,,,,,
1988-12-01,9015661.0,4.42,5.3,276.5138095238095,,,,,,
1988-11-01,,4.25,5.3,271.0242857142857,,,,,,
1988-10-01,,4.25,5.4,277.3957142857143,,,,,,
1988-09-01,8897107.0,4.17,5.4,267.96999999999997,,,,,,
1988-08-01,,4.02,5.6,263.7265217391304,,,,,,
1988-07-01,,4.13,5.4,269.04949999999997,,,,,,
1988-06-01,8845280.0,3.96,5.4,270.6827272727273,,,,,,
1988-05-01,,3.89,5.6,256.12380952380954,,,,,,
1988-04-01,,3.9,5.4,262.6125,,,,,,
1988-03-01,8730569.0,3.93,5.7,265.73739130434785,,,,,,
1988-02-01,,3.94,5.7,258.128,,,,,,
1988-01-01,,4.05,5.7,250.4765,,,,,,
1987-12-01,8685694.0,4.43,5.7,240.955,,,,,,
1987-11-01,,4.53,5.8,245.0085,,,,,,
1987-10-01,,4.53,6,280.1640909090909,,,,,,
1987-09-01,8539075.0,4.36,5.9,318.6609523809524,,,,,,
1987-08-01,,4.28,6,329.3580952380952,,,,,,
1987-07-01,,3.93,6.1,310.0872727272727,,,,,,
1987-06-01,8465630.0,3.65,6.2,301.3840909090909,,,,,,
1987-05-01,,3.86,6.3,289.1155,,,,,,
1987-04-01,,3.78,6.3,289.32238095238097,,,,,,
1987-03-01,8375274.0,3.03,6.6,292.4713636363636,,,,,,
1987-02-01,,2.1,6.6,280.9342105263158,,,,,,
1987-01-01,,1.46,6.6,264.51142857142855,,,,,,
1986-12-01,8313338.0,1.1,6.6,248.60545454545453,,,,,,
1986-11-01,,1.28,6.9,245.0926315789474,,,,,,
1986-10-01,,1.47,7,237.35608695652172,,,,,,
1986-09-01,8268935.0,1.75,7,238.2690476190476,,,,,,
1986-08-01,,1.57,6.9,245.0009523809524,,,,,,
1986-07-01,,1.58,7,240.18,,,,,,
1986-06-01,8190552.0,1.77,7.2,245.2957142857143,,,,,,
1986-05-01,,1.49,7.2,238.45904761904762,,,,,,
1986-04-01,,1.59,7.1,237.96772727272727,,,,,,
1986-03-01,8153829.0,2.26,7.2,232.327,,,,,,
1986-02-01,,3.11,7.2,219.3652631578947,,,,,,
1986-01-01,,3.89,6.7,208.19409090909093,,,,,,
1985-12-01,8078415.0,3.8,7,207.25761904761904,,,,,,
1985-11-01,,3.51,7,197.44549999999998,,,,,,
1985-10-01,,3.23,7.1,186.18043478260867,,,,,,
1985-09-01,8018809.0,3.14,7.1,184.0605,,,,,,
1985-08-01,,3.35,7.1,188.3063636363636,,,,,,
1985-07-01,,3.55,7.4,192.54454545454544,,,,,,
1985-06-01,7898194.0,3.76,7.4,188.886,,,,,,
1985-05-01,,3.77,7.2,184.89909090909092,,,,,,
1985-04-01,,3.69,7.3,180.6185714285714,,,,,,
1985-03-01,7829260.0,3.7,7.2,179.42,,,,,,
1985-02-01,,3.52,7.2,180.88473684210527,,,,,,
1985-01-01,,3.53,7.3,171.61272727272728,,,,,,
1984-12-01,7754117.0,3.95,7.3,164.48,,,,,,
1984-11-01,,4.05,7.2,166.27285714285713,,,,,,
1984-10-01,,4.26,7.4,164.81869565217391,,,,,,
1984-09-01,7690985.0,4.27,7.3,166.11263157894737,,,,,,
1984-08-01,,4.29,7.5,164.42086956521737,,,,,,
1984-07-01,,4.2,7.5,151.07809523809524,,,,,,
1984-06-01,7617547.0,4.22,7.2,153.1247619047619,,,,,,
1984-05-01,,4.23,7.4,156.55090909090907,,,,,,
1984-04-01,,4.56,7.7,157.6015,,,,,,
1984-03-01,7488167.0,4.8,7.8,157.43863636363636,,,,,,
1984-02-01,,4.6,7.8,157.25050000000002,,,,,,
1984-01-01,,4.19,8,166.39238095238096,,,,,,
1983-12-01,7344597.0,3.79,8.3,164.3652380952381,,,,,,
1983-11-01,,3.27,8.5,165.23,,,,,,
1983-10-01,,2.85,8.8,167.6547619047619,,,,,,
1983-09-01,7194504.0,2.86,9.2,167.16142857142856,,,,,,
1983-08-01,,2.56,9.5,162.4186956521739,,,,,,
1983-07-01,,2.46,9.4,166.956,,,,,,
1983-06-01,7053500.0,2.58,10.1,166.39,,,,,,
1983-05-01,,3.55,10.1,164.09666666666666,,,,,,
1983-04-01,,3.9,10.2,157.7105,,,,,,
1983-03-01,6896561.0,3.6,10.3,151.87565217391304,,,,,,
1983-02-01,,3.49,10.4,146.79526315789474,,,,,,
1983-01-01,,3.71,10.4,144.2657142857143,,,,,,
1982-12-01,6806857.0,3.83,10.8,139.3659090909091,,,,,,
1982-11-01,,4.59,10.8,138.10238095238097,,,,,,
1982-10-01,,5.14,10.4,132.70761904761906,,,,,,
1982-09-01,6804139.0,5.04,10.1,122.43285714285715,,,,,,
1982-08-01,,5.85,9.8,109.65045454545454,,,,,,
1982-07-01,,6.44,9.8,109.37571428571428,,,,,,
1982-06-01,6830251.0,7.06,9.6,109.71,,,,,,
1982-05-01,,6.68,9.4,116.3525,,,,,,
1982-04-01,,6.51,9.3,116.30666666666667,,,,,,
1982-03-01,6799233.0,6.78,9,110.84217391304347,,,,,,
1982-02-01,,7.62,8.9,114.49526315789473,,,,,,
1982-01-01,,8.39,8.6,117.27650000000001,,,,,,
1981-12-01,6906529.0,8.92,8.5,123.7940909090909,,,,,,
1981-11-01,,9.59,8.3,122.9195,,,,,,
1981-10-01,,10.14,7.9,119.80681818181819,,,,,,
1981-09-01,6982609.0,10.95,7.6,118.2695238095238,,,,,,
1981-08-01,,10.8,7.4,129.7152380952381,,,,,,
1981-07-01,,10.76,7.2,129.12863636363636,,,,,,
1981-06-01,6899980.0,9.55,7.5,132.27772727272728,,,,,,
1981-05-01,,9.78,7.5,131.727,,,,,,
1981-04-01,,10,7.2,134.45904761904762,,,,,,
1981-03-01,6951495.0,10.49,7.4,133.185,,,,,,
1981-02-01,,11.41,7.4,128.39526315789476,,,,,,
1981-01-01,,11.83,7.5,132.96571428571428,,,,,,
1980-12-01,6817903.0,12.52,7.2,133.48318181818183,,,,,,
1980-11-01,,12.65,7.5,135.65444444444447,,,,,,
1980-10-01,,12.77,7.5,130.22173913043477,,,,,,
1980-09-01,6693082.0,12.6,7.5,126.51190476190476,,,,,,
1980-08-01,,12.87,7.7,123.49666666666666,,,,,,
1980-07-01,,13.13,7.8,119.83272727272728,,,,,,
1980-06-01,6701046.0,14.38,7.6,114.54666666666667,,,,,,
1980-05-01,,14.41,7.5,107.69428571428571,,,,,,
1980-04-01,,14.73,6.9,102.96666666666667,,,,,,
1980-03-01,6842024.0,14.76,6.3,104.68619047619048,,,,,,
1980-02-01,,14.18,6.3,115.33900000000001,,,,,,
1980-01-01,,13.91,6.3,110.91181818181818,,,,,,
1979-12-01,6820572.0,13.29,6,107.78699999999999,,,,,,
1979-11-01,,12.61,5.9,103.66380952380953,,,,,,
1979-10-01,,12.07,6,104.47304347826088,,,,,,
1979-09-01,6803558.0,12.18,5.9,108.59684210526316,,,,,,
1979-08-01,,11.82,6,107.35608695652174,,,,,,
1979-07-01,,11.26,5.7,102.71142857142857,,,,,,
1979-06-01,6753389.0,10.89,5.7,101.72761904761906,,,,,,
1979-05-01,,10.85,5.6,99.72727272727273,,,,,,
1979-04-01,,10.49,5.8,102.066,,,,,,
1979-03-01,6746176.0,10.09,5.8,100.11227272727274,,,,,,
1979-02-01,,9.86,5.9,98.22947368421053,,,,,,
1979-01-01,,9.28,5.9,99.70499999999998,,,,,,
1978-12-01,6734069.0,9.02,6,96.1075,,,,,,
1978-11-01,,8.89,5.9,94.70952380952382,,,,,,
1978-10-01,,8.93,5.8,100.58363636363637,,,,,,
1978-09-01,6644754.0,8.31,6,104.0135,,,,,,
1978-08-01,,7.84,5.9,103.92173913043477,,,,,,
1978-07-01,,7.7,6.2,97.1925,,,,,,
1978-06-01,6578605.0,7.41,5.9,97.66181818181818,,,,,,
1978-05-01,,6.97,6,97.41454545454545,,,,,,
1978-04-01,,6.5,6.1,92.7105,,,,,,
1978-03-01,6333848.0,6.55,6.3,88.81954545454545,,,,,,
1978-02-01,,6.43,6.3,88.97526315789473,,,,,,
1978-01-01,,6.84,6.4,90.25428571428571,,,,,,
1977-12-01,6313697.0,6.7,6.4,93.82047619047619,,,,,,
1977-11-01,,6.72,6.8,94.28333333333333,,,,,,
1977-10-01,,6.39,6.8,93.7395238095238,,,,,,
1977-09-01,6313559.0,6.6,6.8,96.23238095238096,,,,,,
1977-08-01,,6.62,7,97.75,,,,,,
1977-07-01,,6.83,6.9,100.17842105263158,,,,,,
1977-06-01,6201659.0,6.87,7.2,99.28590909090909,,,,,,
1977-05-01,,6.73,7,98.76047619047618,,,,,,
1977-04-01,,6.95,7.2,99.05,,,,,,
1977-03-01,6083391.0,6.44,7.4,100.57826086956523,,,,,,
1977-02-01,,5.91,7.6,100.9557894736842,,,,,,
1977-01-01,,5.22,7.5,103.81333333333333,,,,,,
1976-12-01,6012356.0,4.86,7.8,104.66090909090909,,,,,,
1976-11-01,,4.88,7.8,101.1935,,,,,,
1976-10-01,,5.46,7.7,101.88523809523811,,,,,,
1976-09-01,5969089.0,5.49,7.6,105.45333333333333,,,,,,
1976-08-01,,5.71,7.8,103.29181818181819,,,,,,
1976-07-01,,5.35,7.8,104.20095238095239,,,,,,
1976-06-01,5936515.0,5.97,7.6,101.76681818181818,,,,,,
1976-05-01,,6.2,7.4,101.162,,,,,,
1976-04-01,,6.05,7.7,101.92952380952381,,,,,,
1976-03-01,5893276.0,6.07,7.6,101.08347826086957,,,,,,
1976-02-01,,6.29,7.7,100.63947368421053,,,,,,
1976-01-01,,6.72,7.9,96.85952380952381,,,,,,
1975-12-01,5763665.0,6.94,8.2,88.70045454545455,,,,,,
1975-11-01,,7.38,8.3,90.06526315789473,,,,,,
1975-10-01,,7.44,8.4,88.57434782608696,,,,,,
1975-09-01,5687087.0,7.91,8.4,84.67238095238095,,,,,,
1975-08-01,,8.6,8.4,85.71380952380953,,,,,,
1975-07-01,,9.72,8.6,92.48727272727272,,,,,,
1975-06-01,5591382.0,9.39,8.8,92.39714285714285,,,,,,
1975-05-01,,9.47,9,90.09619047619047,,,,,,
1975-04-01,,10.21,8.8,84.72318181818183,,,,,,
1975-03-01,5551713.0,10.25,8.6,83.78200000000001,,,,,,
1975-02-01,,11.23,8.1,80.09684210526315,,,,,,
1975-01-01,,11.8,8.1,72.56409090909091,,,,,,
1974-12-01,5620126.0,12.34,7.2,67.07333333333334,,,,,,
1974-11-01,,12.2,6.6,71.737,,,,,,
1974-10-01,,12.06,6,69.44,,,,,,
1974-09-01,5642025.0,11.95,5.9,68.123,,,,,,
1974-08-01,,10.86,5.5,76.02499999999999,,,,,,
1974-07-01,,11.51,5.5,82.8190909090909,,,,,,
1974-06-01,5695859.0,10.86,5.4,89.7895,,,,,,
1974-05-01,,10.71,5.1,89.66727272727273,,,,,,
1974-04-01,,10.09,5.1,92.45619047619047,,,,,,
1974-03-01,5682353.0,10.39,5.1,97.43904761904761,,,,,,
1974-02-01,,10.02,5.2,93.45315789473683,,,,,,
1974-01-01,,9.39,5.1,96.11,,,,,,
1973-12-01,5731632.0,8.71,4.9,94.784,,,,,,
1973-11-01,,8.25,4.8,102.03285714285714,,,,,,
1973-10-01,,7.8,4.6,109.84434782608696,,,,,,
1973-09-01,5677738.0,7.36,4.8,105.65789473684211,,,,,,
1973-08-01,,7.38,4.8,103.7995652173913,,,,,,
1973-07-01,,5.73,4.8,105.83428571428571,,,,,,
1973-06-01,5707755.0,6,4.9,104.7547619047619,,,,,,
1973-05-01,,5.53,4.9,107.21954545454545,,,,,,
1973-04-01,,5.06,5,110.274,,,,,,
1973-03-01,5646286.0,4.59,4.9,112.41545454545454,,,,,,
1973-02-01,,3.87,5,114.16421052631578,,,,,,
1973-01-01,,3.65,4.9,118.42190476190477,,,,,,
1972-12-01,5509926.0,3.41,5.2,117.49736842105263,,,,,,
1972-11-01,,3.67,5.3,115.047,,,,,,
1972-10-01,,3.42,5.6,109.56272727272727,,,,,,
1972-09-01,5419184.0,3.19,5.5,109.39200000000001,,,,,,
1972-08-01,,2.94,5.6,111.00739130434783,,,,,,
1972-07-01,,2.95,5.6,107.2115,,,,,,
1972-06-01,5368485.0,2.71,5.7,108.01045454545455,,,,,,
1972-05-01,,3.23,5.7,107.64545454545454,,,,,,
1972-04-01,,3.49,5.7,108.80550000000001,,,,,,
1972-03-01,5249337.0,3.5,5.8,107.6691304347826,,,,,,
1972-02-01,,3.51,5.7,105.24300000000001,,,,,,
1972-01-01,,3.27,5.8,103.30285714285715,,,,,,
1971-12-01,5154547.0,3.27,6,99.17363636363638,,,,,,
1971-11-01,,3.28,6,92.78285714285714,,,,,,
1971-10-01,,3.81,5.8,97.29761904761905,,,,,,
1971-09-01,5142422.0,4.08,6,99.4047619047619,,,,,,
1971-08-01,,4.62,6.1,97.24772727272726,,,,,,
1971-07-01,,4.36,6,99.00333333333334,,,,,,
1971-06-01,5100447.0,4.64,5.9,99.72136363636363,,,,,,
1971-05-01,,4.4,5.9,101.644,,,,,,
1971-04-01,,4.16,5.9,103.04190476190476,,,,,,
1971-03-01,5072996.0,4.71,6,99.60347826086957,,,,,,
1971-02-01,,5,5.9,97.11000000000001,,,,,,
1971-01-01,,5.29,5.9,93.49600000000001,,,,,,
1970-12-01,4938857.0,5.57,6.1,90.05454545454546,,,,,,
1970-11-01,,5.6,5.9,84.28450000000001,,,,,,
1970-10-01,,5.63,5.5,84.37,,,,,,
1970-09-01,4992357.0,5.66,5.4,82.58380952380952,,,,,,
1970-08-01,,5.41,5.1,77.91809523809523,,,,,,
1970-07-01,,5.98,5,75.72227272727274,,,,,,
1970-06-01,4946770.0,6.01,4.9,75.58954545454546,,,,,,
1970-05-01,,6.04,4.8,76.06142857142856,,,,,,
1970-04-01,,6.06,4.6,85.95227272727273,,,,,,
1970-03-01,4939759.0,5.82,4.4,88.75190476190475,,,,,,
1970-02-01,,6.15,4.2,87.16421052631578,,,,,,
1970-01-01,,6.18,3.9,90.31,,,,,,
1969-12-01,4947104.0,6.2,3.5,91.11045454545454,,,,,,
1969-11-01,,5.93,3.5,96.20526315789475,,,,,,
1969-10-01,,5.67,3.7,95.53478260869566,,,,,,
1969-09-01,4971349.0,5.7,3.7,94.50619047619048,,,,,,
1969-08-01,,5.71,3.5,94.18333333333332,,,,,,
1969-07-01,,5.44,3.5,94.71190476190476,,,,,,
1969-06-01,4938728.0,5.48,3.5,99.11714285714285,,,,,,
1969-05-01,,5.51,3.4,104.62190476190476,,,,,,
1969-04-01,,5.52,3.4,101.26285714285714,,,,,,
1969-03-01,4923760.0,5.25,3.4,99.4095238095238,,,,,,
1969-02-01,,4.68,3.4,101.4688888888889,,,,,,
1969-01-01,,4.4,3.4,102.04318181818181,,,,,,
1968-12-01,4847885.0,4.72,3.4,106.47555555555556,,,,,,
1968-11-01,,4.73,3.4,105.40058823529411,,,,,,
1968-10-01,,4.75,3.4,103.78944444444444,,,,,,
1968-09-01,4828892.0,4.46,3.4,101.34,,,,,,
1968-08-01,,4.48,3.5,98.11388888888888,,,,,,
1968-07-01,,4.49,3.7,100.29529411764706,,,,,,
1968-06-01,4791758.0,4.2,3.7,100.5264705882353,,,,,,
1968-05-01,,3.92,3.5,97.86545454545454,,,,,,
1968-04-01,,3.93,3.5,95.671,,,,,,
1968-03-01,4713013.0,3.94,3.7,89.09285714285714,,,,,,
1968-02-01,,3.95,3.8,90.75315789473684,,,,,,
1968-01-01,,3.65,3.7,95.03772727272727,,,,,,
1967-12-01,4618812.0,3.04,3.8,95.3025,,,,,,
1967-11-01,,2.74,3.9,92.66,,,,,,
1967-10-01,,2.43,4,95.66363636363636,,,,,,
1967-09-01,4584246.0,2.75,3.8,95.809,,,,,,
1967-08-01,,2.45,3.8,94.49391304347827,,,,,,
1967-07-01,,2.77,3.8,93.014,,,,,,
1967-06-01,4541280.0,2.78,3.9,91.43363636363637,,,,,,
1967-05-01,,2.79,3.8,92.59181818181818,,,,,,
1967-04-01,,2.48,3.8,90.9595,,,,,,
1967-03-01,4538498.0,2.8,3.8,89.41772727272728,,,,,,
1967-02-01,,2.81,3.8,87.35947368421053,,,,,,
1967-01-01,,3.46,3.9,84.4504761904762,,,,,,
1966-12-01,4498660.0,3.46,3.8,81.32714285714285,,,,,,
1966-11-01,,3.79,3.6,80.9945,,,,,,
1966-10-01,,3.79,3.7,77.12904761904763,,,,,,
1966-09-01,4462053.0,3.48,3.7,77.81333333333333,,,,,,
1966-08-01,,3.48,3.8,80.65086956521739,,,,,,
1966-07-01,,2.85,3.8,85.8385,,,,,,
1966-06-01,4424581.0,2.53,3.8,86.06,,,,,,
1966-05-01,,2.87,3.9,86.78190476190477,,,,,,
1966-04-01,,2.87,3.8,91.5955,,,,,,
1966-03-01,4409518.0,2.56,3.8,88.87782608695652,,,,,,
1966-02-01,,2.56,3.8,92.68894736842105,,,,,,
1966-01-01,,1.92,4,93.31619047619047,,,,,,
1965-12-01,4304731.0,1.92,4,91.73681818181818,,,,,,
1965-11-01,,1.6,4.1,92.146,,,,,,
1965-10-01,,1.93,4.2,91.3947619047619,,,,,,
1965-09-01,4207782.0,1.61,4.3,89.37904761904763,,,,,,
1965-08-01,,1.94,4.4,86.48727272727272,,,,,,
1965-07-01,,1.61,4.4,84.90523809523809,,,,,,
1965-06-01,4116267.0,1.94,4.6,85.04454545454546,,,,,,
1965-05-01,,1.62,4.6,89.2795,,,,,,
1965-04-01,,1.62,4.8,87.96666666666667,,,,,,
1965-03-01,4064915.0,1.29,4.7,86.83391304347826,,,,,,
1965-02-01,,0.97,5.1,86.74684210526316,,,,,,
1965-01-01,,0.97,4.9,86.1165,,,,,,
1964-12-01,3968878.0,0.97,5,83.96,,,,,,
1964-11-01,,1.3,4.8,85.43842105263157,,,,,,
1964-10-01,,0.97,5.1,84.84863636363637,,,,,,
1964-09-01,3956657.0,1.3,5.1,83.40857142857142,,,,,,
1964-08-01,,0.98,5,82.0,,,,,,
1964-07-01,,1.3,4.9,83.22227272727274,,,,,,
1964-06-01,3895793.0,1.31,5.2,80.24272727272727,,,,,,
1964-05-01,,1.31,5.1,80.7205,,,,,,
1964-04-01,,1.31,5.3,79.93681818181818,,,,,,
1964-03-01,3853835.0,1.31,5.4,78.79904761904761,,,,,,
1964-02-01,,1.64,5.4,77.39,,,,,,
1964-01-01,,1.64,5.6,76.45227272727273,,,,,,
1963-12-01,3774264.0,1.64,5.5,74.17380952380952,,,,,,
1963-11-01,,1.32,5.7,72.62388888888889,,,,,,
1963-10-01,,1.32,5.5,73.03391304347826,,,,,,
1963-09-01,3749681.0,0.99,5.5,72.8495,,,,,,
1963-08-01,,1.32,5.4,70.98045454545455,,,,,,
1963-07-01,,1.32,5.6,69.07227272727272,,,,,,
1963-06-01,3669020.0,1.32,5.6,70.1085,,,,,,
1963-05-01,,0.99,5.9,70.13863636363637,,,,,,
1963-04-01,,0.99,5.7,68.75904761904762,,,,,,
1963-03-01,3628306.0,1.33,5.7,65.67285714285714,,,,,,
1963-02-01,,1,5.9,65.92263157894736,,,,,,
1963-01-01,,1.33,5.7,65.06227272727273,,,,,,
1962-12-01,3589128.0,1.33,5.5,62.6395,,,,,,
1962-11-01,,1.33,5.7,60.043499999999995,,,,,,
1962-10-01,,1.33,5.4,56.16826086956522,,,,,,
1962-09-01,3577362.0,1.33,5.6,57.997894736842106,,,,,,
1962-08-01,,1.34,5.7,58.52304347826087,,,,,,
1962-07-01,,1,5.4,56.96952380952381,,,,,,
1962-06-01,3533947.0,1.34,5.5,55.62857142857143,,,,,,
1962-05-01,,1.34,5.5,62.99454545454546,,,,,,
1962-04-01,,1.34,5.6,68.048,,,,,,
1962-03-01,3502298.0,1.01,5.6,70.29181818181819,,,,,,
1962-02-01,,1.01,5.5,70.22157894736843,,,,,,
1962-01-01,,0.67,5.8,69.06772727272727,,,,,,
1961-12-01,3440924.0,0.67,6,71.711,,,,,,
1961-11-01,,0.67,6.1,71.0765,,,,,,
1961-10-01,,0.67,6.5,67.99636363636364,,,,,,
1961-09-01,3374742.0,1.35,6.7,67.258,,,,,,
1961-08-01,,1.01,6.6,67.80260869565218,,,,,,
1961-07-01,,1.35,7,65.4385,,,,,,
1961-06-01,3311181.0,0.68,6.9,65.62045454545455,,,,,,
1961-05-01,,1.02,7.1,66.49666666666667,,,,,,
1961-04-01,,1.02,7,65.834,,,,,,
1961-03-01,3255914.0,1.36,6.9,64.11636363636363,,,,,,
1961-02-01,,1.36,6.9,62.17263157894737,,,,,,
1961-01-01,,1.71,6.6,59.715714285714284,,,,,,
1960-12-01,3234087.0,1.36,6.6,56.8,,,,,,
1960-11-01,,1.36,6.1,55.470000000000006,,,,,,
1960-10-01,,1.36,6.1,53.72904761904762,,,,,,
1960-09-01,3276133.0,1.02,5.5,54.805238095238096,,,,,,
1960-08-01,,1.37,5.6,56.50521739130434,,,,,,
1960-07-01,,1.37,5.5,55.839999999999996,,,,,,
1960-06-01,3260177.0,1.72,5.4,57.26318181818181,,,,,,
1960-05-01,,1.72,5.1,55.21999999999999,,,,,,
1960-04-01,,1.72,5.2,55.725,,,,,,
1960-03-01,3277847.0,1.73,5.4,55.01521739130435,,,,,,
1960-02-01,,1.73,4.8,55.775,,,,,,
1960-01-01,,1.03,5.2,58.028999999999996,,,,,,
1959-12-01,3205790.0,1.73,5.3,59.056363636363635,,,,,,
1959-11-01,,1.38,5.8,57.23315789473685,,,,,,
1959-10-01,,1.73,5.7,57.00181818181818,,,,,,
1959-09-01,3196683.0,1.38,5.5,57.05476190476191,,,,,,
1959-08-01,,1.04,5.2,59.39857142857142,,,,,,
1959-07-01,,0.69,5.1,59.7359090909091,,,,,,
1959-06-01,3194429.0,0.69,5,57.459090909090904,,,,,,
1959-05-01,,0.35,5.1,57.95857142857143,,,,,,
1959-04-01,,0.35,5.2,57.098636363636366,,,,,,
1959-03-01,3123978.0,0.35,5.6,56.148095238095244,,,,,,
1959-02-01,,1.05,5.9,54.77368421052632,,,,,,
1959-01-01,,1.4,6,55.61904761904762,,,,,,
1958-12-01,3065141.0,1.76,6.2,53.488571428571426,,,,,,
1958-11-01,,2.11,6.2,52.501666666666665,,,,,,
1958-10-01,,2.12,6.7,50.94521739130435,,,,,,
1958-09-01,2995112.0,2.12,7.1,48.959047619047624,,,,,,
1958-08-01,,2.12,7.4,47.70238095238095,,,,,,
1958-07-01,,2.47,7.5,45.975,,,,,,
1958-06-01,2927395.0,2.85,7.3,44.738571428571426,,,,,,
1958-05-01,,3.21,7.4,43.70333333333333,,,,,,
1958-04-01,,3.58,7.4,42.3447619047619,,,,,,
1958-03-01,2908281.0,3.6,6.7,42.10857142857143,,,,,,
1958-02-01,,3.25,6.4,41.2615,,,,,,
1958-01-01,,3.62,5.8,41.122727272727275,,,,,,
1957-12-01,2985775.0,2.9,5.2,40.325714285714284,,,,,,
1957-11-01,,3.27,5.1,40.347368421052636,,,,,,
1957-10-01,,2.91,4.5,41.23565217391304,,,,,,
1957-09-01,3016979.0,3.28,4.4,43.9845,,,,,,
1957-08-01,,3.66,4.1,45.835,,,,,,
1957-07-01,,3.28,4.2,48.51090909090909,,,,,,
1957-06-01,2987699.0,3.31,4.3,47.554,,,,,,
1957-05-01,,3.7,4.1,46.77590909090909,,,,,,
1957-04-01,,3.72,3.9,45.048095238095236,,,,,,
1957-03-01,2994259.0,3.73,3.7,44.03095238095238,,,,,,
1957-02-01,,3.36,3.9,43.46631578947368,,,,,,
1957-01-01,,2.99,4.2,45.425000000000004,,,,,,
1956-12-01,2975209.0,2.99,4.2,46.443684210526314,,,,,,
1956-11-01,,2.23,4.3,45.7585,,,,,,
1956-10-01,,2.23,3.9,46.243043478260866,,,,,,
1956-09-01,2927034.0,1.86,3.9,46.83894736842105,,,,,,
1956-08-01,,1.87,4.1,48.49173913043478,,,,,,
1956-07-01,,2.24,4.4,48.77809523809523,,,,,,
1956-06-01,2929666.0,1.87,4.3,46.26857142857143,,,,,,
1956-05-01,,1.12,4.3,46.53727272727272,,,,,,
1956-04-01,,0.75,4,48.051904761904765,,,,,,
1956-03-01,2905656.0,0.37,4.2,47.48714285714286,,,,,,
1956-02-01,,0.37,3.9,44.43,,,,,,
1956-01-01,,0.37,4,44.14523809523809,,,,,,
1955-12-01,2916985.0,0.37,4.2,45.36666666666667,,,,,,
1955-11-01,,0.37,4.2,44.947,,,,,,
1955-10-01,,0.37,4.3,42.11380952380952,,,,,,
1955-09-01,2899578.0,0.37,4.1,44.34142857142857,,,,,,
1955-08-01,,-0.37,4.2,42.43,,,,,,
1955-07-01,,-0.37,4,42.692,,,,,,
1955-06-01,2860942.0,-0.74,4.2,39.783181818181816,,,,,,
1955-05-01,,-0.74,4.3,37.60285714285714,,,,,,
1955-04-01,,-0.37,4.7,37.760000000000005,,,,,,
1955-03-01,2815134.0,-0.74,4.6,36.50086956521739,,,,,,
1955-02-01,,-0.74,4.7,36.79105263157894,,,,,,
1955-01-01,,-0.74,4.9,35.59619047619047,,,,,,
1954-12-01,2736960.0,-0.74,5,34.96727272727273,,,,,,
1954-11-01,,-0.37,5.3,33.442,,,,,,
