Period,S&P 500 index
2022-11-01,3888.26301276473
2022-10-01,3726.0505154390335
2022-09-01,3850.5218021268934
2022-08-01,4158.5631338801295
2022-07-01,3911.730187573202
2022-06-01,3898.946993554171
2022-05-01,4040.3598308431738
2022-04-01,4391.295005742777
2022-03-01,4391.264982277523
2022-02-01,4435.980293322856
2022-01-01,4573.814823771528
2021-12-01,4674.772696422577
2021-11-01,4667.38672972238
2021-10-01,4460.706522416193
2021-09-01,4445.543323157054
2021-08-01,4454.206783418321
2021-07-01,4363.712751328414
2021-06-01,4238.489334229291
2021-05-01,4167.8487928618215
2021-04-01,4141.177074988718
2021-03-01,3910.507507792875
2021-02-01,3883.431615452678
2021-01-01,3793.7474281235336
2020-12-01,3695.3104536167434
2020-11-01,3548.9921917468646
2020-10-01,3418.700903692111
2020-09-01,3365.5167163672822
2020-08-01,3391.7103357845267
2020-07-01,3207.619598463251
2020-06-01,3104.6603340239312
2020-05-01,2919.6144503508076
2020-04-01,2761.9757439233804
2020-03-01,2652.392827369858
2020-02-01,3277.3139711279823
2020-01-01,3278.203490584896
2019-12-01,3176.749305649163
2019-11-01,3104.903969067806
2019-10-01,2977.675945047988
2019-09-01,2982.1550321347977
2019-08-01,2897.4981329061116
2019-07-01,2996.1138286493456
2019-06-01,2890.1662214103494
2019-05-01,2854.706237024494
2019-04-01,2903.8009536819854
2019-03-01,2803.9830600812734
2019-02-01,2754.8646377540545
2019-01-01,2607.39082345099
2018-12-01,2567.306760319462
2018-11-01,2723.229515258611
2018-10-01,2785.4648783235784
2018-09-01,2901.500251061937
2018-08-01,2857.8209453042296
2018-07-01,2793.644122687648
2018-06-01,2754.3525409622102
2018-05-01,2701.493531000587
2018-04-01,2653.6238607567657
2018-03-01,2702.7742885762077
2018-02-01,2705.1546934854614
2018-01-01,2789.804027533222
2017-12-01,2664.3394117341168
2017-11-01,2593.606269430073
2017-10-01,2556.9974338804377
2017-09-01,2492.8416942821677
2017-08-01,2456.2218355744403
2017-07-01,2454.1026271462647
2017-06-01,2433.984309220072
2017-05-01,2395.345372209512
2017-04-01,2359.309161265841
2017-03-01,2366.822459594312
2017-02-01,2329.911285379702
2017-01-01,2275.115785004088
2016-12-01,2246.6291132901074
2016-11-01,2164.9866307325956
2016-10-01,2143.020615864881
2016-09-01,2157.6909258353235
2016-08-01,2177.4814186761996
2016-07-01,2148.9014113331523
2016-06-01,2083.8905386642746
2016-05-01,2065.550802588412
2016-04-01,2075.5354385157802
2016-03-01,2021.9541054837923
2016-02-01,1904.4186784249882
2016-01-01,1918.5980937244037
2015-12-01,2054.079150157996
2015-11-01,2080.6155057322376
2015-10-01,2024.8130817406904
2015-09-01,1944.4022999828612
2015-08-01,2039.8671374063765
2015-07-01,2094.144090132139
2015-06-01,2099.2831131555677
2015-05-01,2111.941773545472
2015-04-01,2094.8629831876897
2015-03-01,2079.9905064565246
2015-02-01,2082.1970558003754
2015-01-01,2028.1793785196573
2014-12-01,2054.2655216651247
2014-11-01,2044.5727394357114
2014-10-01,1937.2751299106474
2014-09-01,1993.226128500611
2014-08-01,1961.531500125107
2014-07-01,1973.0994342555691
2014-06-01,1947.0889662094723
2014-05-01,1889.7670046475428
2014-04-01,1864.2627086515474
2014-03-01,1863.5243371304578
2014-02-01,1817.0349382614268
2014-01-01,1822.3565836138823
2013-12-01,1807.7752055802816
2013-11-01,1783.5413553571543
2013-10-01,1720.0259449774633
2013-09-01,1687.1728428288484
2013-08-01,1670.0934116476458
2013-07-01,1668.6747697077633
2013-06-01,1618.7719344860423
2013-05-01,1639.8438945637552
2013-04-01,1570.7023247235725
2013-03-01,1550.8294300008304
2013-02-01,1512.311886792341
2013-01-01,1480.3944883434986
2012-12-01,1422.2845131770368
2012-11-01,1394.511838019828
2012-10-01,1437.816842190036
2012-09-01,1443.4197749086438
2012-08-01,1403.4396522499324
2012-07-01,1359.7773047096841
2012-06-01,1323.4839739021024
2012-05-01,1341.2727286740426
2012-04-01,1386.429822453833
2012-03-01,1389.239413393438
2012-02-01,1352.487095662829
2012-01-01,1300.5776564938285
2011-12-01,1243.3235567546005
2011-11-01,1226.4146271118461
2011-10-01,1207.2159399995141
2011-09-01,1173.8785726581696
2011-08-01,1185.3053996770886
2011-07-01,1325.1843161122129
2011-06-01,1287.2879626438194
2011-05-01,1338.3114262236352
2011-04-01,1331.505086836582
2011-03-01,1304.486608140629
2011-02-01,1321.118864631579
2011-01-01,1282.618645
2010-12-01,1241.525181090909
2010-11-01,1198.888309952381
2010-10-01,1171.5831928095238
2010-09-01,1122.0822450476192
2010-08-01,1087.2827696363636
2010-07-01,1079.8026333333332
2010-06-01,1083.360210590909
2010-05-01,1125.0636763
2010-04-01,1197.3162544285715
2010-03-01,1152.0491195652173
2010-02-01,1089.1618266315788
2010-01-01,1123.5814564736843
2009-12-01,1110.3778417272727
2009-11-01,1088.0683477500002
2009-10-01,1067.6641071363638
2009-09-01,1044.5520427142856
2009-08-01,1009.7248825238096
2009-07-01,935.8209776363636
2009-06-01,926.1151662272728
2009-05-01,902.408213
2009-04-01,848.1516808571429
2009-03-01,757.1268634090909
2009-02-01,805.2270114210527
2009-01-01,865.57524775
2008-12-01,877.5620407727273
2008-11-01,883.0409938421052
2008-10-01,968.8013881304348
2008-09-01,1217.0085093333332
2008-08-01,1281.4725302380953
2008-07-01,1257.3270441363636
2008-06-01,1341.251115
2008-05-01,1403.2179914761905
2008-04-01,1370.467806
2008-03-01,1316.9428269
2008-02-01,1354.87284825
2008-01-01,1378.764066952381
2007-12-01,1479.2280793
2007-11-01,1463.3849222857143
2007-10-01,1539.6592371304346
2007-09-01,1497.1157415789476
2007-08-01,1454.6156620434783
2007-07-01,1520.7049147142857
2007-06-01,1514.4895005714286
2007-05-01,1511.1365635000002
2007-04-01,1463.6475788
2007-03-01,1406.9514168181818
2007-02-01,1444.795392
2007-01-01,1424.1625816
2006-12-01,1416.41977065
2006-11-01,1388.6331497142858
2006-10-01,1363.3853802727272
2006-09-01,1317.8050428000001
2006-08-01,1287.151416652174
2006-07-01,1260.2392894500001
2006-06-01,1253.1227089545455
2006-05-01,1290.0011619090908
2006-04-01,1302.1844963684212
2006-03-01,1293.7407273478261
2006-02-01,1276.6451951052632
2006-01-01,1278.72362085
2005-12-01,1262.0714476190476
2005-11-01,1237.3686136666668
2005-10-01,1191.9654781428571
2005-09-01,1225.915297
2005-08-01,1224.2706028695652
2005-07-01,1222.23744285
2005-06-01,1202.2553236818183
2005-05-01,1178.2756496666666
2005-04-01,1164.4231397142855
2005-03-01,1194.8975467272728
2005-02-01,1199.6266374736842
2005-01-01,1181.4074061
2004-12-01,1199.2105066363636
2004-11-01,1168.936527904762
2004-10-01,1118.0680768095237
2004-09-01,1117.655936190476
2004-08-01,1088.9361602727274
2004-07-01,1105.8463603809523
2004-06-01,1132.7571813809523
2004-05-01,1102.78150245
2004-04-01,1133.0785979047619
2004-03-01,1123.9799750434781
2004-02-01,1143.3566173157894
2004-01-01,1132.51744195
2003-12-01,1080.635463909091
2003-11-01,1049.900554
2003-10-01,1038.7340848695653
2003-09-01,1019.4416527619048
2003-08-01,989.532437904762
2003-07-01,992.536208
2003-06-01,987.9962206666665
2003-05-01,935.9623154761905
2003-04-01,890.0253570476191
2003-03-01,846.6208121904763
2003-02-01,837.6193632631579
2003-01-01,895.83698
2002-12-01,899.1781682380953
2002-11-01,909.92725345
2002-10-01,854.6316275652174
2002-09-01,867.8108216999999
2002-08-01,912.5544024090909
2002-07-01,903.5906283181819
2002-06-01,1014.0460577
2002-05-01,1079.2658366363637
2002-04-01,1112.0350687272728
2002-03-01,1153.78949145
2002-02-01,1100.6680976842106
2002-01-01,1140.2077654285715
2001-12-01,1144.9301532
2001-11-01,1129.6833333333332
2001-10-01,1076.5904347826088
2001-09-01,1044.644
2001-08-01,1178.5056521739132
2001-07-01,1204.4490476190476
2001-06-01,1238.712380952381
2001-05-01,1270.3686363636364
2001-04-01,1189.8375
2001-03-01,1185.8500000000001
2001-02-01,1305.7515789473684
2001-01-01,1335.6280952380953
2000-12-01,1330.9305
2000-11-01,1375.0366666666666
2000-10-01,1390.144090909091
2000-09-01,1468.0539999999999
2000-08-01,1485.4582608695653
2000-07-01,1473.0025
2000-06-01,1461.959090909091
2000-05-01,1418.4795454545454
2000-04-01,1461.3552631578948
2000-03-01,1442.213043478261
2000-02-01,1388.874
2000-01-01,1425.5855
1999-12-01,1428.6836363636364
1999-11-01,1391.0028571428572
1999-10-01,1300.01
1999-09-01,1318.171904761905
1999-08-01,1327.4886363636363
1999-07-01,1380.99
1999-06-01,1322.5527272727272
1999-05-01,1332.074
1999-04-01,1334.757619047619
1999-03-01,1281.6639130434783
1999-02-01,1246.582105263158
1999-01-01,1248.7747368421053
1998-12-01,1190.050909090909
1998-11-01,1144.4334999999999
1998-10-01,1032.47
1998-09-01,1020.6395238095238
1998-08-01,1074.6204761904762
1998-07-01,1156.5772727272727
1998-06-01,1108.3895454545454
1998-05-01,1108.417
1998-04-01,1112.1961904761904
1998-03-01,1076.8254545454545
1998-02-01,1023.7421052631578
1998-01-01,963.359
1997-12-01,962.3659090909091
1997-11-01,938.9236842105263
1997-10-01,951.158695652174
1997-09-01,937.0242857142856
1997-08-01,927.7361904761905
1997-07-01,925.2936363636363
1997-06-01,876.2871428571428
1997-05-01,833.0890476190476
1997-04-01,763.9281818181818
1997-03-01,792.1555000000001
1997-02-01,798.3878947368421
1997-01-01,766.2168181818182
1996-12-01,743.2528571428571
1996-11-01,735.669
1996-10-01,701.455652173913
1996-09-01,674.8845
1996-08-01,662.6822727272728
1996-07-01,644.0704545454545
1996-06-01,668.499
1996-05-01,661.2304545454546
1996-04-01,647.1728571428572
1996-03-01,647.0747619047619
1996-02-01,649.542
1996-01-01,614.42
1995-12-01,614.5715
1995-11-01,595.532380952381
1995-10-01,582.9181818181819
1995-09-01,578.7655
1995-08-01,559.11
1995-07-01,557.3665
1995-06-01,539.3540909090909
1995-05-01,523.8136363636363
1995-04-01,507.90578947368414
1995-03-01,493.1534782608696
1995-02-01,481.92473684210523
1995-01-01,465.25
1994-12-01,455.18571428571425
1994-11-01,461.0133333333334
1994-10-01,463.8128571428571
1994-09-01,466.9557142857143
1994-08-01,464.2434782608696
1994-07-01,451.4005
1994-06-01,454.8259090909091
1994-05-01,450.8985714285715
1994-04-01,447.2321052631579
1994-03-01,463.80782608695654
1994-02-01,471.58000000000004
1994-01-01,472.99285714285713
1993-12-01,465.94545454545454
1993-11-01,462.89047619047625
1993-10-01,463.9004761904762
1993-09-01,459.2352380952381
1993-08-01,454.12772727272727
1993-07-01,447.2871428571429
1993-06-01,448.05954545454546
1993-05-01,445.2465
1993-04-01,443.077619047619
1993-03-01,450.15521739130435
1993-02-01,441.70421052631576
1993-01-01,435.229
1992-12-01,435.63954545454544
1992-11-01,422.84399999999994
1992-10-01,412.50272727272727
1992-09-01,418.4771428571429
1992-08-01,417.9266666666666
1992-07-01,415.0513636363636
1992-06-01,408.27409090909094
1992-05-01,414.81450000000007
1992-04-01,407.4066666666667
1992-03-01,407.36454545454546
1992-02-01,412.5573684210526
1992-01-01,416.0759090909091
1991-12-01,388.51047619047614
1991-11-01,385.9195
1991-10-01,386.88347826086954
1991-09-01,387.1985
1991-08-01,389.40318181818185
1991-07-01,380.22681818181815
1991-06-01,378.293
1991-05-01,377.9927272727273
1991-04-01,379.6790909090909
1991-03-01,372.279
1991-02-01,362.2631578947368
1991-01-01,325.48545454545456
1990-12-01,328.7495
1990-11-01,315.2909523809524
1990-10-01,307.1247826086956
1990-09-01,315.40684210526314
1990-08-01,330.74652173913046
1990-07-01,360.0309523809524
1990-06-01,360.38666666666666
1990-05-01,350.25
1990-04-01,338.178
1990-03-01,338.46500000000003
1990-02-01,330.4526315789474
1990-01-01,339.9718181818182
1989-12-01,348.568
1989-11-01,340.2190476190476
1989-10-01,347.3959090909091
1989-09-01,347.3295
1989-08-01,346.6078260869565
1989-07-01,331.9265
1989-06-01,323.7277272727273
1989-05-01,313.93
1989-04-01,302.25100000000003
1989-03-01,292.7131818181818
1989-02-01,294.01105263157893
1989-01-01,285.41333333333336
1988-12-01,276.5138095238095
1988-11-01,271.0242857142857
1988-10-01,277.3957142857143
1988-09-01,267.96999999999997
1988-08-01,263.7265217391304
1988-07-01,269.04949999999997
1988-06-01,270.6827272727273
1988-05-01,256.12380952380954
1988-04-01,262.6125
1988-03-01,265.73739130434785
1988-02-01,258.128
1988-01-01,250.4765
1987-12-01,240.955
1987-11-01,245.0085
1987-10-01,280.1640909090909
1987-09-01,318.6609523809524
1987-08-01,329.3580952380952
1987-07-01,310.0872727272727
1987-06-01,301.3840909090909
1987-05-01,289.1155
1987-04-01,289.32238095238097
1987-03-01,292.4713636363636
1987-02-01,280.9342105263158
1987-01-01,264.51142857142855
1986-12-01,248.60545454545453
1986-11-01,245.0926315789474
1986-10-01,237.35608695652172
1986-09-01,238.2690476190476
1986-08-01,245.0009523809524
1986-07-01,240.18
1986-06-01,245.2957142857143
1986-05-01,238.45904761904762
1986-04-01,237.96772727272727
1986-03-01,232.327
1986-02-01,219.3652631578947
1986-01-01,208.19409090909093
1985-12-01,207.25761904761904
1985-11-01,197.44549999999998
1985-10-01,186.18043478260867
1985-09-01,184.0605
1985-08-01,188.3063636363636
1985-07-01,192.54454545454544
1985-06-01,188.886
1985-05-01,184.89909090909092
1985-04-01,180.6185714285714
1985-03-01,179.42
