Date,M2,S&P 500,CPI,RE Loan,Initial Claims,Revolving Credit,PMI
1960-04-01,300.3,560.72,29.5,,,,45.3
1960-05-01,298.9,555.58,29.5,,,,42.6
1960-06-01,300.9,574.16,29.6,,,,44.4
1960-07-01,303.5,559.92,29.6,,,,43.7
1960-08-01,305.2,566.64,29.6,,,,47.6
1960-09-01,307.8,549.6,29.6,,,,45.4
1960-10-01,309.9,535.15,29.8,,,,46.0
1960-11-01,311.7,552.48,29.8,,,,44.3
1960-12-01,315.3,565.73,29.8,,,,44.3
1961-01-01,317.5,594.81,29.8,,,,43.9
1961-02-01,316.6,619.21,29.8,,,,43.6
1961-03-01,317.2,638.64,29.8,,,,49.1
1961-04-01,320.2,655.67,29.8,,,,57.6
1961-05-01,320.0,662.34,29.8,,,,58.9
1961-06-01,322.7,653.58,29.8,,,,58.1
1961-07-01,324.9,647.44,30.0,,,,58.2
1961-08-01,325.8,672.93,29.9,,,,60.7
1961-09-01,328.8,665.44,30.0,,,,63.0
1961-10-01,331.5,672.76,30.0,,,,62.2
1961-11-01,334.1,703.24,30.0,,,,59.0
1961-12-01,338.5,709.77,30.0,,,,64.2
1962-01-01,341.1,683.35,30.0,,,,60.9
1962-02-01,340.3,692.42,30.1,,,,61.1
1962-03-01,342.1,693.11,30.1,,,,60.6
1962-04-01,346.0,668.8,30.2,,,,55.1
1962-05-01,345.0,619.07,30.2,,,,52.2
1962-06-01,347.7,546.74,30.2,,,,50.8
1962-07-01,350.1,558.06,30.3,,,,51.0
1962-08-01,350.9,573.24,30.3,,,,49.5
1962-09-01,353.9,566.28,30.4,,,,50.0
1962-10-01,357.5,548.41,30.4,,,,51.2
1962-11-01,360.5,586.2,30.4,,,,53.8
1962-12-01,365.8,611.58,30.4,,,,57.2
1963-01-01,369.1,635.21,30.4,,,,55.2
1963-02-01,368.0,643.6,30.4,,,,55.1
1963-03-01,369.8,639.06,30.5,,,,54.7
1963-04-01,373.8,669.13,30.5,,,,57.6
1963-05-01,373.4,682.56,30.5,,,,59.8
1963-06-01,376.7,680.04,30.6,,,,58.2
1963-07-01,380.2,667.77,30.7,,,,55.5
1963-08-01,381.5,686.24,30.7,,,,55.1
1963-09-01,384.9,704.31,30.7,,,,56.9
1963-10-01,388.8,703.76,30.8,,,,57.7
1963-11-01,392.3,699.81,30.8,,,,57.5
1963-12-01,396.4,712.44,30.9,,,,54.0
1964-01-01,399.5,734.34,30.9,,,,57.1
1964-02-01,397.6,743.36,30.9,,,,57.9
1964-03-01,398.9,756.91,30.9,,,,60.2
1964-04-01,402.4,767.86,30.9,,,,59.2
1964-05-01,401.3,775.35,30.9,,,,58.7
1964-06-01,405.3,768.25,31.0,,,,60.1
1964-07-01,409.3,794.22,31.1,,,,62.9
1964-08-01,411.1,785.11,31.0,,,,63.3
1964-09-01,415.7,796.04,31.1,,,,63.3
1964-10-01,419.9,809.78,31.1,,,,60.7
1964-11-01,422.9,812.8,31.2,,,,61.8
1964-12-01,428.3,798.72,31.2,,,,62.4
1965-01-01,432.3,819.27,31.2,,,,61.0
1965-02-01,430.1,825.26,31.2,,,,62.1
1965-03-01,432.2,823.38,31.3,,,,64.9
1965-04-01,436.2,831.54,31.4,,,,62.0
1965-05-01,433.7,843.92,31.4,,,,61.3
1965-06-01,438.4,798.75,31.6,,,,58.7
1965-07-01,442.1,797.53,31.6,,,,58.1
1965-08-01,443.3,812.37,31.6,,,,58.1
1965-09-01,448.4,839.52,31.6,,,,61.0
1965-10-01,453.6,855.69,31.7,,,,58.6
1965-11-01,456.7,862.8,31.7,,,,59.4
1965-12-01,463.1,856.17,31.8,,,,62.8
1966-01-01,467.1,871.01,31.8,,,,65.8
1966-02-01,463.7,859.72,32.0,,,,65.5
1966-03-01,465.9,821.82,32.1,,,,65.7
1966-04-01,470.1,841.72,32.3,,,,64.2
1966-05-01,466.2,797.43,32.3,,,,57.7
1966-06-01,469.6,788.37,32.4,,,,59.0
1966-07-01,470.3,783.94,32.5,,,,60.3
1966-08-01,470.1,732.04,32.7,,,,58.5
1966-09-01,474.6,706.26,32.7,,,,58.7
1966-10-01,476.9,695.83,32.9,,,,57.2
1966-11-01,478.1,730.65,32.9,,,,53.7
1966-12-01,483.7,733.72,32.9,,,,52.4
1967-01-01,486.4,761.87,32.9,,209000.0,,49.1
1967-02-01,483.6,788.12,32.9,,229000.0,,47.6
1967-03-01,488.1,804.26,33.0,,260750.0,,45.3
1967-04-01,492.9,815.64,33.1,,263000.0,,42.8
1967-05-01,493.3,827.75,33.2,,235750.0,,44.5
1967-06-01,500.9,814.93,33.3,,232000.0,,46.8
1967-07-01,506.2,826.53,33.4,,227800.0,,49.5
1967-08-01,508.6,837.18,33.5,,212750.0,,52.2
1967-09-01,514.2,846.34,33.6,,216400.0,,54.9
1967-10-01,519.3,842.51,33.7,,216750.0,,54.1
1967-11-01,521.6,813.68,33.8,,206250.0,,54.2
1967-12-01,528.0,834.39,33.9,,211200.0,,55.6
1968-01-01,531.9,827.23,34.1,,215750.0,1.31677,56.6
1968-02-01,528.1,787.58,34.2,,210750.0,1.35878,55.0
1968-03-01,531.6,770.92,34.3,,195200.0,1.41275,53.8
1968-04-01,536.9,825.45,34.4,,199000.0,1.47766,58.0
1968-05-01,535.4,841.99,34.5,,199000.0,1.53842,55.3
1968-06-01,542.2,859.63,34.7,,193600.0,1.61448,53.5
1968-07-01,546.2,853.0,34.9,,196250.0,1.68567,54.1
1968-08-01,547.6,832.0,35.0,,199400.0,1.76911,52.7
1968-09-01,553.1,856.6,35.1,,191000.0,1.83973,51.8
1968-10-01,558.5,872.77,35.3,,186000.0,1.95513,55.8
1968-11-01,562.5,883.72,35.4,,183400.0,1.99721,58.1
1968-12-01,569.7,890.42,35.5,,199500.0,2.04154,56.1
1969-01-01,573.5,850.4,35.6,,191500.0,2.13751,54.9
1969-02-01,569.1,841.51,35.8,,196000.0,2.21634,57.0
1969-03-01,572.8,816.43,36.1,,189000.0,2.3077,57.1
1969-04-01,577.4,828.28,36.3,,184000.0,2.43857,55.2
1969-05-01,573.5,852.92,36.4,,181200.0,2.59369,56.7
1969-06-01,578.7,803.98,36.6,,192000.0,2.72796,55.5
1969-07-01,580.6,763.88,36.8,,208750.0,2.86367,53.1
1969-08-01,578.4,755.5,37.0,,198400.0,2.9972,54.8
1969-09-01,581.3,756.1,37.1,,194750.0,3.15896,54.1
1969-10-01,583.7,760.08,37.3,,199250.0,3.32694,54.6
1969-11-01,584.8,761.49,37.5,,205000.0,3.46395,53.2
1969-12-01,590.1,717.3,37.7,,219750.0,3.60484,52.0
1970-01-01,592.0,709.12,37.8,,247000.0,3.69321,48.7
1970-02-01,583.4,680.78,38.0,,258500.0,3.80258,47.4
1970-03-01,587.3,688.8,38.2,,268250.0,3.90814,46.9
1970-04-01,592.9,662.61,38.5,,325250.0,4.03354,45.0
1970-05-01,590.8,584.85,38.6,,310400.0,4.1379,47.2
1970-06-01,597.5,578.24,38.8,,296500.0,4.28008,51.1
1970-07-01,601.2,576.26,39.0,,286500.0,4.42289,49.5
1970-08-01,603.0,593.01,39.0,,285400.0,4.54239,47.3
1970-09-01,608.7,625.27,39.2,,318500.0,4.68666,44.1
1970-10-01,614.0,635.58,39.4,,333600.0,4.83592,42.4
1970-11-01,618.2,631.69,39.6,,325250.0,4.91497,39.7
1970-12-01,627.8,671.55,39.8,,306000.0,4.96146,45.4
1971-01-01,635.5,697.2,39.8,,298800.0,7.16898,47.9
1971-02-01,638.0,722.38,39.9,,284000.0,7.23287,54.8
1971-03-01,650.0,739.05,40.0,,293750.0,7.29756,51.2
1971-04-01,663.5,762.37,40.1,,287500.0,7.45991,54.5
1971-05-01,666.1,748.28,40.3,,292200.0,7.64201,54.2
1971-06-01,675.9,729.01,40.6,,296500.0,7.73985,53.8
1971-07-01,682.3,721.97,40.7,,293200.0,7.90086,54.4
1971-08-01,683.7,707.39,40.8,,325250.0,8.04478,53.6
1971-09-01,689.7,723.11,40.8,,320250.0,8.23075,55.1
1971-10-01,695.6,706.03,40.9,,297600.0,8.31358,55.0
1971-11-01,701.2,673.3,40.9,,287000.0,8.30586,52.3
1971-12-01,711.2,716.17,41.1,,273000.0,8.24533,57.6
1972-01-01,720.0,745.99,41.1,,271200.0,8.09201,59.6
1972-02-01,722.2,756.03,41.3,,263500.0,8.09382,60.6
1972-03-01,733.7,772.13,41.4,,262750.0,8.2353,59.8
1972-04-01,743.8,778.14,41.5,,263000.0,8.42795,59.3
1972-05-01,742.6,768.42,41.6,,267750.0,8.57825,61.4
1972-06-01,753.2,768.71,41.7,,273250.0,8.78571,58.6
1972-07-01,763.0,759.38,41.9,,297600.0,8.95798,60.1
1972-08-01,767.0,784.42,42.0,,253500.0,9.13316,61.7
1972-09-01,775.2,771.28,42.1,,256200.0,9.30774,65.1
1972-10-01,783.6,769.03,42.3,,251000.0,9.39008,67.0
1972-11-01,790.2,805.72,42.4,,250750.0,9.4018,69.9
1972-12-01,803.1,820.59,42.5,,242400.0,9.37924,70.5
1973-01-01,812.3,824.93,42.6,,228500.0,9.38086,72.1
1973-02-01,810.1,790.1,42.9,,222000.0,9.50571,69.6
1973-03-01,815.6,770.47,43.3,,227200.0,9.65566,69.6
1973-04-01,825.4,750.87,43.6,,239000.0,9.82485,67.7
1973-05-01,825.8,724.78,43.9,,240250.0,10.04368,64.8
1973-06-01,837.2,703.74,44.2,,238800.0,10.34707,65.0
1973-07-01,840.7,708.86,44.3,,242750.0,10.53074,57.8
1973-08-01,837.4,683.12,45.1,,258250.0,10.80076,62.7
1973-09-01,836.0,693.43,45.2,,246800.0,10.93355,63.5
1973-10-01,839.3,714.68,45.6,,241500.0,11.1877,66.2
1973-11-01,845.3,659.57,45.9,,253750.0,11.36228,68.1
1973-12-01,856.5,608.91,46.2,,284000.0,11.34222,63.6
1974-01-01,861.5,612.15,46.6,,305250.0,11.32678,62.1
1974-02-01,859.8,587.64,47.2,,318500.0,11.32644,58.6
1974-03-01,869.9,605.04,47.8,,311600.0,11.377,61.8
1974-04-01,878.6,571.73,48.0,,293000.0,11.58243,59.9
1974-05-01,873.4,547.63,48.6,,297500.0,11.95253,55.7
1974-06-01,881.9,543.89,49.0,,305600.0,12.28955,54.7
1974-07-01,886.0,476.52,49.4,,309500.0,12.65167,54.8
1974-08-01,882.9,451.33,50.0,,341400.0,13.02668,52.9
1974-09-01,884.7,399.58,50.6,,360750.0,13.25092,46.2
1974-10-01,890.4,403.33,51.1,,396750.0,13.53065,42.7
1974-11-01,895.4,413.46,51.5,,457600.0,13.57561,37.9
1974-12-01,903.5,383.56,51.9,,524000.0,13.24126,30.9
1975-01-01,908.0,413.37,52.1,,535000.0,13.27485,30.7
1975-02-01,908.7,452.84,52.5,,544500.0,13.22156,34.4
1975-03-01,924.4,471.85,52.7,,546600.0,13.17787,31.6
1975-04-01,941.1,475.34,52.9,,525250.0,13.34263,37.5
1975-05-01,946.2,502.68,53.2,,498800.0,13.45392,41.2
1975-06-01,966.9,511.66,53.6,,495500.0,13.59096,45.1
1975-07-01,979.7,506.49,54.2,,442000.0,13.88567,47.2
1975-08-01,982.4,468.5,54.3,,452000.0,14.16755,51.4
1975-09-01,988.4,460.27,54.6,,445250.0,14.49056,54.4
1975-10-01,995.6,478.84,54.9,,421250.0,14.81104,55.5
1975-11-01,1004.8,483.43,55.3,,400600.0,14.70324,54.5
1975-12-01,1017.8,474.36,55.5,,374250.0,14.49527,54.9
1976-01-01,1028.3,517.07,55.6,,371200.0,14.43258,58.8
1976-02-01,1034.2,535.11,55.8,,348250.0,14.35037,61.5
1976-03-01,1047.7,536.8,55.9,,360500.0,14.3141,58.4
1976-04-01,1066.9,539.12,56.1,,370250.0,14.59604,60.6
1976-05-01,1070.3,531.63,56.5,,391600.0,14.8015,58.8
1976-06-01,1080.8,531.96,56.8,,393750.0,15.08581,58.2
1976-07-01,1091.6,541.64,57.1,,390800.0,15.5854,55.9
1976-08-01,1097.3,534.15,57.4,,388500.0,15.90054,54.5
1976-09-01,1108.4,543.63,57.6,,407500.0,16.35292,53.6
1976-10-01,1125.1,522.36,57.9,,409000.0,16.74719,53.5
1976-11-01,1135.0,517.88,58.0,,389500.0,16.70557,51.7
1976-12-01,1153.5,533.95,58.2,,373750.0,16.48905,56.6
1977-01-01,1167.5,526.64,58.5,,401800.0,30.68363,54.8
1977-02-01,1169.9,507.24,59.1,,450750.0,30.5339,55.0
1977-03-01,1185.3,501.83,59.5,,360250.0,30.99794,58.4
1977-04-01,1206.6,489.98,60.0,,367400.0,31.81766,56.9
1977-05-01,1205.5,486.12,60.3,,380250.0,32.68531,59.7
1977-06-01,1219.8,485.5,60.7,,361250.0,33.43002,56.8
1977-07-01,1232.9,487.54,61.0,,361400.0,33.96685,57.7
1977-08-01,1235.3,474.07,61.2,,367250.0,34.6058,54.9
1977-09-01,1244.7,465.18,61.4,,368750.0,35.37381,53.9
1977-10-01,1255.9,451.67,61.6,,359000.0,36.47374,55.4
1977-11-01,1260.2,452.07,61.9,,353500.0,36.97917,56.1
1977-12-01,1273.0,448.41,62.1,,359600.0,37.41482,59.8
1978-01-01,1282.3,428.59,62.5,,351000.0,36.92459,57.4
1978-02-01,1276.8,419.87,62.9,,383250.0,36.89421,55.9
1978-03-01,1288.2,415.81,63.4,,349000.0,37.47917,55.0
1978-04-01,1307.4,430.63,63.9,,326000.0,38.34303,57.7
1978-05-01,1304.8,448.25,64.5,,327000.0,39.35116,60.2
1978-06-01,1319.0,444.57,65.2,,324250.0,40.54699,60.5
1978-07-01,1330.1,439.07,65.7,,350200.0,41.53508,62.2
1978-08-01,1331.4,467.25,66.0,,348750.0,42.48186,60.3
1978-09-01,1344.7,463.73,66.5,,322600.0,43.51036,60.5
1978-10-01,1355.3,444.99,67.1,,328250.0,44.44507,60.1
1978-11-01,1358.1,417.07,67.4,,330500.0,45.04068,61.3
1978-12-01,1370.8,421.36,67.7,,355600.0,45.69095,59.4
1979-01-01,1375.2,433.3,68.3,,357500.0,45.58799,58.5
1979-02-01,1369.3,421.93,69.1,,358500.0,45.80713,58.2
1979-03-01,1384.0,425.65,69.8,,358000.0,46.3697,57.7
1979-04-01,1408.4,429.24,70.6,,415500.0,47.38997,56.2
1979-05-01,1402.7,414.0,71.5,,348000.0,48.52036,54.4
1979-06-01,1422.5,417.5,72.3,,360000.0,49.40527,52.7
1979-07-01,1439.3,416.99,73.1,,379250.0,50.13061,51.3
1979-08-01,1444.3,431.94,73.8,,393750.0,51.27147,49.5
1979-09-01,1454.5,432.08,74.6,,385800.0,52.07621,49.6
1979-10-01,1463.6,412.45,75.2,,402250.0,53.1807,49.0
1979-11-01,1466.4,405.52,75.9,,413250.0,53.91502,48.0
1979-12-01,1479.0,417.16,76.7,,428200.0,53.59643,44.8
1980-01-01,1486.2,423.08,77.8,,414250.0,53.74977,46.2
1980-02-01,1486.3,433.74,78.9,,418000.0,54.12913,50.2
1980-03-01,1497.2,387.96,80.1,,433800.0,54.13908,43.6
1980-04-01,1507.7,377.42,81.0,,529750.0,53.96004,37.4
1980-05-01,1504.2,390.79,81.8,,615800.0,53.98282,29.4
1980-06-01,1527.4,411.3,82.7,,607000.0,53.78412,30.3
1980-07-01,1549.1,429.96,82.7,,559250.0,54.05161,35.0
1980-08-01,1560.7,440.05,83.3,,528200.0,54.41411,45.5
1980-09-01,1573.1,446.98,84.0,,482750.0,54.39128,50.1
1980-10-01,1588.5,455.71,84.8,,438000.0,54.3573,55.5
1980-11-01,1599.0,471.07,85.5,,412600.0,54.44586,58.2
1980-12-01,1604.8,459.14,86.3,,410000.0,54.97005,53.0
1981-01-01,1610.6,453.74,87.0,,413000.0,55.49118,49.2
1981-02-01,1610.5,433.56,87.9,,428750.0,55.81135,48.8
1981-03-01,1633.2,446.72,88.5,,407500.0,56.28222,49.6
1981-04-01,1664.5,447.71,89.1,,410250.0,57.12532,51.6
1981-05-01,1655.4,435.3,89.8,,416400.0,57.76716,53.5
1981-06-01,1667.1,433.42,90.6,,433000.0,58.74201,50.7
1981-07-01,1685.1,418.32,91.6,,430750.0,59.0447,46.7
1981-08-01,1694.6,416.75,92.3,,450200.0,59.29919,48.3
1981-09-01,1706.4,376.74,93.2,,473250.0,60.19475,42.5
1981-10-01,1726.4,380.7,93.4,,492800.0,60.62736,40.0
1981-11-01,1741.0,389.3,93.7,,511750.0,60.75736,36.1
1981-12-01,1760.3,390.9,94.0,,551000.0,60.928,37.8
1982-01-01,1772.8,369.2,94.3,,535200.0,61.1961,38.2
1982-02-01,1765.3,359.24,94.6,,533750.0,61.46881,38.3
1982-03-01,1781.7,348.0,94.5,,556500.0,61.62525,36.8
1982-04-01,1807.9,363.74,94.9,,587000.0,62.25483,37.8
1982-05-01,1804.9,360.63,95.8,,583800.0,62.84921,35.5
1982-06-01,1822.7,335.67,97.0,,599500.0,63.48542,38.3
1982-07-01,1835.0,333.03,97.5,,576000.0,64.34066,38.4
1982-08-01,1845.9,333.26,97.7,,629500.0,64.80438,38.3
1982-09-01,1859.0,371.09,97.9,,660750.0,65.14116,38.8
1982-10-01,1875.6,401.08,98.2,,652400.0,65.44613,39.4
1982-11-01,1890.1,418.26,98.0,,594250.0,65.64031,39.2
1982-12-01,1913.8,423.92,97.6,,523750.0,66.3483,42.8
1983-01-01,1963.9,437.93,97.8,,501000.0,66.72623,46.0
1983-02-01,1985.8,445.06,97.9,,488750.0,66.7562,54.4
1983-03-01,2009.6,460.52,97.9,,480250.0,67.54154,53.9
1983-04-01,2033.7,474.71,98.6,,496000.0,68.40334,54.2
1983-05-01,2031.7,490.99,99.2,,468000.0,68.88553,56.1
1983-06-01,2051.8,496.37,99.5,,444250.0,70.2808,57.5
1983-07-01,2069.7,496.17,99.9,,408000.0,71.54034,63.6
1983-08-01,2072.5,481.05,100.2,,435750.0,72.56593,63.1
1983-09-01,2081.1,492.81,100.7,,408750.0,73.56389,62.5
1983-10-01,2102.1,492.82,101.0,,402200.0,75.12216,64.4
1983-11-01,2117.6,484.51,101.2,,392500.0,76.78694,66.0
1983-12-01,2134.0,481.69,101.3,,368800.0,79.02725,69.9
1984-01-01,2145.0,484.68,101.9,,351000.0,79.11394,60.5
1984-02-01,2147.7,455.94,102.4,,339250.0,80.70449,61.3
1984-03-01,2169.0,455.34,102.6,,345800.0,83.05709,58.9
1984-04-01,2196.0,453.7,103.1,,369250.0,84.32707,61.0
1984-05-01,2191.4,449.52,103.4,,360250.0,87.09005,58.6
1984-06-01,2214.3,438.2,103.7,,361400.0,89.41895,58.1
1984-07-01,2228.0,430.81,104.1,,360500.0,90.38567,56.1
1984-08-01,2228.9,466.94,104.5,,389500.0,92.43169,53.0
1984-09-01,2242.8,469.52,105.0,,395400.0,94.47191,50.0
1984-10-01,2259.7,464.52,105.3,,419250.0,96.23311,50.8
1984-11-01,2286.3,468.75,105.3,,407000.0,98.1359,50.3
1984-12-01,2318.5,463.67,105.3,,385600.0,100.38563,50.6
1985-01-01,2339.6,482.77,105.5,,370750.0,102.84183,50.3
1985-02-01,2343.4,506.53,106.0,,391750.0,105.34046,49.9
1985-03-01,2360.4,500.45,106.4,,380800.0,107.95035,47.8
1985-04-01,2379.7,501.44,106.9,,398250.0,110.06839,48.2
1985-05-01,2376.4,511.46,107.3,,392750.0,111.15629,47.1
1985-06-01,2413.4,521.07,107.6,,392400.0,112.39548,47.8
1985-07-01,2434.8,530.01,107.8,,378250.0,114.13431,47.9
1985-08-01,2442.5,517.49,108.0,,404400.0,115.9937,47.7
1985-09-01,2452.7,504.55,108.3,,408500.0,118.33614,49.9
1985-10-01,2466.3,508.42,108.7,,405750.0,120.23606,50.9
1985-11-01,2482.0,537.79,109.0,,393400.0,122.54642,52.0
1985-12-01,2504.1,562.93,109.3,,385250.0,124.4658,50.7
1986-01-01,2510.8,563.83,109.6,,366750.0,127.08832,51.2
1986-02-01,2502.1,595.79,109.3,,369500.0,128.79756,51.0
1986-03-01,2527.6,633.72,108.8,,381200.0,130.17799,51.0
1986-04-01,2564.8,650.46,108.6,,385750.0,132.04035,49.7
1986-05-01,2571.1,650.03,108.9,,386000.0,133.59911,53.4
1986-06-01,2605.3,664.9,109.5,,370500.0,134.40945,50.5
1986-07-01,2632.4,651.08,109.5,,362000.0,135.66107,48.0
1986-08-01,2645.9,662.88,109.7,,407400.0,136.85857,52.6
1986-09-01,2661.7,641.83,110.2,,395500.0,137.24737,52.4
1986-10-01,2684.4,638.82,110.3,,383250.0,138.90654,51.2
1986-11-01,2705.2,658.95,110.4,,363200.0,139.96312,51.2
1986-12-01,2740.7,667.75,110.5,,358250.0,141.06815,50.5
1987-01-01,2753.5,705.99,111.2,,345600.0,141.10787,54.9
1987-02-01,2735.2,747.07,111.6,,348750.0,142.42395,52.6
1987-03-01,2748.0,774.45,112.1,,333250.0,143.10173,55.0
1987-04-01,2778.9,761.9,112.7,,336250.0,145.49185,55.5
1987-05-01,2759.7,758.68,113.1,,331000.0,147.3065,57.2
1987-06-01,2773.4,788.18,113.5,,322250.0,149.83379,57.4
1987-07-01,2785.2,808.79,113.8,25001.4,319250.0,152.39741,57.5
1987-08-01,2787.5,854.62,114.4,26182.3,325600.0,153.8712,59.3
1987-09-01,2793.3,822.55,115.0,27443.4,309750.0,156.46089,60.0
1987-10-01,2811.2,721.3,115.3,28477.1,300000.0,158.07433,60.7
1987-11-01,2821.6,630.14,115.4,29571.7,306750.0,158.01895,58.8
1987-12-01,2838.3,619.85,115.4,30618.7,318750.0,160.85391,61.0
1988-01-01,2857.2,642.61,115.7,31821.8,335600.0,164.6819,57.5
1988-02-01,2858.8,660.4,116.0,32464.8,318750.0,165.95733,56.2
1988-03-01,2886.7,676.93,116.5,33016.4,305500.0,167.5259,54.6
1988-04-01,2925.3,665.6,117.1,33817.8,312200.0,169.09073,55.8
1988-05-01,2910.7,646.92,117.5,34624.1,313750.0,170.74958,55.5
1988-06-01,2935.3,680.9,118.0,35406.4,308250.0,172.96318,59.3
1988-07-01,2954.1,674.02,118.5,36126.4,321600.0,174.01927,58.2
1988-08-01,2950.8,657.72,119.0,37097.9,314750.0,175.86892,56.0
1988-09-01,2951.1,663.98,119.8,38233.5,304500.0,177.48012,54.5
1988-10-01,2963.1,684.98,120.2,39326.6,291400.0,179.83214,55.4
1988-11-01,2983.8,668.62,120.3,40383.8,290500.0,183.01111,55.6
1988-12-01,3001.7,681.06,120.5,41214.3,293200.0,184.59312,56.0
1989-01-01,3000.1,699.5,121.1,42160.6,289750.0,185.72307,54.7
1989-02-01,2983.8,717.61,121.6,43158.9,303750.0,187.6148,54.1
1989-03-01,3000.2,710.35,122.3,44096.9,322000.0,190.92409,51.5
1989-04-01,3024.4,728.88,123.1,44860.0,311800.0,193.14159,52.2
1989-05-01,2997.3,752.57,123.8,45786.9,324500.0,195.15598,49.3
1989-06-01,3024.0,774.19,124.1,46677.0,333000.0,197.68395,47.3
1989-07-01,3057.0,791.89,124.4,47542.3,341600.0,199.52882,45.9
1989-08-01,3072.6,825.63,124.6,48398.0,334500.0,201.86261,45.1
1989-09-01,3087.8,824.65,125.0,49100.1,336000.0,203.17698,46.0
1989-10-01,3110.8,820.95,125.6,49627.7,363250.0,204.92586,46.8
1989-11-01,3137.4,802.02,125.9,50524.5,336750.0,207.6253,46.8
1989-12-01,3167.0,820.52,126.1,51475.8,355200.0,211.22983,47.4
1990-01-01,3171.7,792.04,127.4,52469.5,361000.0,213.64744,47.2
1990-02-01,3171.8,766.25,128.0,53126.8,358250.0,216.50457,49.1
1990-03-01,3193.8,780.56,128.7,53963.7,345200.0,217.58937,49.9
1990-04-01,3221.0,778.7,128.9,54841.7,361750.0,219.76962,50.0
1990-05-01,3187.8,804.62,129.2,55838.3,355250.0,223.27619,49.5
1990-06-01,3212.0,823.45,129.9,56843.3,362400.0,225.66482,49.2
1990-07-01,3225.6,819.48,130.4,57989.9,367000.0,229.58626,46.6
1990-08-01,3239.7,745.97,131.6,59125.7,384250.0,232.41491,46.1
1990-09-01,3250.0,705.47,132.7,59935.1,394000.0,234.72503,44.5
1990-10-01,3254.6,682.81,133.5,61629.1,425250.0,236.17064,43.2
1990-11-01,3266.2,699.41,133.8,62620.7,446750.0,239.29412,41.3
1990-12-01,3286.0,729.26,133.8,63443.7,455000.0,238.64262,40.8
1991-01-01,3289.9,717.74,134.6,64118.4,439750.0,238.71484,39.2
1991-02-01,3297.0,797.64,134.8,65233.7,484000.0,242.28812,39.4
1991-03-01,3327.9,818.49,135.0,66199.5,498600.0,246.84076,40.7
1991-04-01,3350.0,833.52,135.2,66782.5,467250.0,248.74389,42.8
1991-05-01,3330.7,827.36,135.6,67296.7,447000.0,250.93103,44.5
1991-06-01,3350.1,825.58,136.0,68076.8,428600.0,252.24644,50.3
1991-07-01,3354.5,828.6,136.2,68484.0,418250.0,253.72026,50.6
1991-08-01,3351.4,846.1,136.6,68984.9,431600.0,255.89274,52.9
1991-09-01,3347.6,837.64,137.2,69675.8,424500.0,258.81222,54.9
1991-10-01,3353.9,835.73,137.4,70478.0,422750.0,261.34824,53.1
1991-11-01,3371.2,831.23,137.8,71180.2,445400.0,262.77728,49.5
1991-12-01,3386.4,836.21,137.9,71949.8,456750.0,263.76855,46.8
1992-01-01,3382.9,894.25,138.1,72272.3,439000.0,265.38649,47.3
1992-02-01,3389.7,883.49,138.6,72338.8,442200.0,266.48213,52.7
1992-03-01,3404.5,867.97,139.3,72449.0,429500.0,266.7557,54.6
1992-04-01,3418.5,866.83,139.5,72899.4,418250.0,267.82923,52.6
1992-05-01,3387.6,881.31,139.7,73282.1,417400.0,268.7518,55.7
1992-06-01,3388.3,864.32,140.2,73537.9,418750.0,270.70763,53.6
1992-07-01,3392.6,876.8,140.5,73982.5,442750.0,270.81759,53.9
1992-08-01,3395.9,880.38,140.9,74168.5,407200.0,272.0805,53.4
1992-09-01,3400.5,879.04,141.3,74150.8,417000.0,273.17696,49.7
1992-10-01,3418.0,863.42,141.8,74708.5,377800.0,275.20764,50.3
1992-11-01,3432.7,883.82,142.0,74831.9,362250.0,275.45975,53.6
1992-12-01,3440.7,911.22,141.9,75062.6,339000.0,278.44967,54.2
1993-01-01,3422.8,905.89,142.6,75204.0,345600.0,280.99481,55.8
1993-02-01,3399.9,916.14,143.1,75377.2,338250.0,283.53125,55.2
1993-03-01,3409.7,930.44,143.6,76033.6,351000.0,284.89041,53.5
1993-04-01,3429.6,913.26,144.0,76293.2,354750.0,286.97613,50.2
1993-05-01,3424.3,916.46,144.2,76377.0,343600.0,288.47063,51.2
1993-06-01,3438.8,920.97,144.4,76363.9,342750.0,289.96125,49.6
1993-07-01,3441.8,919.39,144.4,75464.8,350800.0,294.23201,50.2
1993-08-01,3440.1,930.87,144.8,74792.5,341000.0,296.26417,50.7
1993-09-01,3442.7,939.39,145.1,76024.3,339000.0,299.44798,50.8
1993-10-01,3451.9,945.02,145.7,74788.5,349800.0,301.65409,53.4
1993-11-01,3473.9,942.31,145.8,74351.5,341000.0,306.56401,53.8
1993-12-01,3494.3,948.54,145.8,74022.5,323000.0,309.90802,55.6
1994-01-01,3478.9,960.24,146.2,73817.1,359200.0,312.52167,56.0
1994-02-01,3458.5,954.12,146.7,73865.9,348500.0,315.41372,56.5
1994-03-01,3476.0,935.21,147.2,73929.6,335750.0,319.77737,56.9
1994-04-01,3501.7,900.55,147.4,73901.8,344000.0,325.01574,57.4
1994-05-01,3473.0,907.33,147.5,74090.2,359000.0,329.09763,58.2
1994-06-01,3475.8,912.14,148.0,74442.8,340000.0,334.8528,58.8
1994-07-01,3489.6,902.82,148.4,74628.9,342200.0,339.94548,58.5
1994-08-01,3479.6,924.77,149.0,74844.1,336250.0,347.6707,58.0
1994-09-01,3474.7,927.69,149.4,75043.8,330250.0,350.08391,59.0
