Date,S&P 500,GDP,Cons. Sent.,US Big Mac
1979-11-01,405.52,,63.3,
1979-12-01,417.16,675739.0,61.0,
1980-01-01,423.08,,67.0,
1980-02-01,433.74,,66.9,
1980-03-01,387.96,691164.0,56.5,
1980-04-01,377.42,,52.7,
1980-05-01,390.79,,51.7,
1980-06-01,411.3,692577.0,58.7,
1980-07-01,429.96,,62.3,
1980-08-01,440.05,,67.3,
1980-09-01,446.98,710560.0,73.7,
1980-10-01,455.71,,75.0,
1980-11-01,471.07,,76.7,
1980-12-01,459.14,746242.0,64.5,
1981-01-01,453.74,,71.4,
1981-02-01,433.56,,66.9,
1981-03-01,446.72,775792.0,66.5,
1981-04-01,447.71,,72.4,
1981-05-01,435.3,,76.3,
1981-06-01,433.42,787464.0,73.1,
1981-07-01,418.32,,74.1,
1981-08-01,416.75,,77.2,
1981-09-01,376.74,811815.0,73.1,
1981-10-01,380.7,,70.3,
1981-11-01,389.3,,62.5,
1981-12-01,390.9,817524.0,64.3,
1982-01-01,369.2,,71.0,
1982-02-01,359.24,,66.5,
1982-03-01,348.0,818663.0,62.0,
1982-04-01,363.74,,65.5,
1982-05-01,360.63,,67.5,
1982-06-01,335.67,832437.0,65.7,
1982-07-01,333.03,,65.4,
1982-08-01,333.26,,65.4,
1982-09-01,371.09,841255.0,69.3,
1982-10-01,401.08,,73.4,
1982-11-01,418.26,,72.1,
1982-12-01,423.92,849259.0,71.9,
1983-01-01,437.93,,70.4,
1983-02-01,445.06,,74.6,
1983-03-01,460.52,866500.0,80.8,
1983-04-01,474.71,,89.1,
1983-05-01,490.99,,93.3,
1983-06-01,496.37,889753.0,92.2,
1983-07-01,496.17,,92.8,
1983-08-01,481.05,,90.9,
1983-09-01,492.81,914038.0,89.9,
1983-10-01,492.82,,89.3,
1983-11-01,484.51,,91.1,
1983-12-01,481.69,940766.0,94.2,
1984-01-01,484.68,,100.1,
1984-02-01,455.94,,97.4,
1984-03-01,455.34,973387.0,101.0,
1984-04-01,453.7,,96.1,
1984-05-01,449.52,,98.1,
1984-06-01,438.2,998129.0,95.5,
1984-07-01,430.81,,96.6,
1984-08-01,466.94,,99.1,
1984-09-01,469.52,1016706.0,100.9,
1984-10-01,464.52,,96.3,
1984-11-01,468.75,,95.7,
1984-12-01,463.67,1033155.0,92.9,
1985-01-01,482.77,,96.0,
1985-02-01,506.53,,93.7,
1985-03-01,500.45,1054854.0,93.7,
1985-04-01,501.44,,94.6,
1985-05-01,511.46,,91.8,
1985-06-01,521.07,1070118.0,96.5,
1985-07-01,530.01,,94.0,
1985-08-01,517.49,,92.4,
1985-09-01,504.55,1091301.0,92.1,
1985-10-01,508.42,,88.4,
1985-11-01,537.79,,90.9,
1985-12-01,562.93,1104840.0,93.9,
1986-01-01,563.83,,95.6,
1986-02-01,595.79,,95.9,
1986-03-01,633.72,1121028.0,95.1,
1986-04-01,650.46,,96.2,
1986-05-01,650.03,,94.8,
1986-06-01,664.9,1129598.0,99.3,
1986-07-01,651.08,,97.7,
1986-08-01,662.88,,94.9,
1986-09-01,641.83,1143644.0,91.9,
1986-10-01,638.82,,95.6,
1986-11-01,658.95,,91.4,
1986-12-01,667.75,1157513.0,89.1,
1987-01-01,705.99,,90.4,
1987-02-01,747.07,,90.2,
1987-03-01,774.45,1175857.0,90.8,
1987-04-01,761.9,,92.8,
1987-05-01,758.68,,91.1,
1987-06-01,788.18,1199750.0,91.5,
1987-07-01,808.79,,93.7,
1987-08-01,854.62,,94.4,
1987-09-01,822.55,1222965.0,93.6,
1987-10-01,721.3,,89.3,
1987-11-01,630.14,,83.1,
1987-12-01,619.85,1251368.0,86.8,
1988-01-01,642.61,,90.8,
1988-02-01,660.4,,91.6,
1988-03-01,676.93,1272358.0,94.6,
1988-04-01,665.6,,91.2,
1988-05-01,646.92,,94.8,
1988-06-01,680.9,1300627.0,94.7,
1988-07-01,674.02,,93.4,
1988-08-01,657.72,,97.4,
1988-09-01,663.98,1325596.0,97.3,
1988-10-01,684.98,,94.1,
1988-11-01,668.62,,93.0,
1988-12-01,681.06,1354284.0,91.9,
1989-01-01,699.5,,97.9,
1989-02-01,717.61,,95.4,
1989-03-01,710.35,1380569.0,94.3,
1989-04-01,728.88,,91.5,
1989-05-01,752.57,,90.7,
1989-06-01,774.19,1398967.0,90.6,
1989-07-01,791.89,,92.0,
1989-08-01,825.63,,89.6,
1989-09-01,824.65,1417075.0,95.8,
1989-10-01,820.95,,93.9,
1989-11-01,802.02,,90.9,
1989-12-01,820.52,1428996.0,90.5,
1990-01-01,792.04,,93.0,
1990-02-01,766.25,,89.5,
1990-03-01,780.56,1460223.0,91.3,
1990-04-01,778.7,,93.9,
1990-05-01,804.62,,90.6,
1990-06-01,823.45,1482324.0,88.3,
1990-07-01,819.48,,88.2,
1990-08-01,745.97,,76.4,
1990-09-01,705.47,1495046.0,72.8,
1990-10-01,682.81,,63.9,
1990-11-01,699.41,,66.0,
1990-12-01,729.26,1496317.0,65.5,
1991-01-01,717.74,,66.8,
1991-02-01,797.64,,70.4,
1991-03-01,818.49,1506691.0,87.7,
1991-04-01,833.52,,81.8,
1991-05-01,827.36,,78.3,
1991-06-01,825.58,1524897.0,82.1,
1991-07-01,828.6,,82.9,
1991-08-01,846.1,,82.0,
1991-09-01,837.64,1541828.0,83.0,
1991-10-01,835.73,,78.3,
1991-11-01,831.23,,69.1,
1991-12-01,836.21,1556440.0,68.2,
1992-01-01,894.25,,67.5,
1992-02-01,883.49,,68.8,
1992-03-01,867.97,1585982.0,76.0,
1992-04-01,866.83,,77.2,
1992-05-01,881.31,,79.2,
1992-06-01,864.32,1611428.0,80.4,
1992-07-01,876.8,,76.6,
1992-08-01,880.38,,76.1,
1992-09-01,879.04,1629574.0,75.6,
1992-10-01,863.42,,73.3,
1992-11-01,883.82,,85.3,
1992-12-01,911.22,1656865.0,91.0,
1993-01-01,905.89,,89.3,
1993-02-01,916.14,,86.6,
1993-03-01,930.44,1664480.0,85.9,
1993-04-01,913.26,,85.6,
1993-05-01,916.46,,80.3,
1993-06-01,920.97,1689819.0,81.5,
1993-07-01,919.39,,77.0,
1993-08-01,930.87,,77.3,
1993-09-01,939.39,1705624.0,77.9,
1993-10-01,945.02,,82.7,
1993-11-01,942.31,,81.2,
1993-12-01,948.54,1742626.0,88.2,
1994-01-01,960.24,,94.3,
1994-02-01,954.12,,93.2,
1994-03-01,935.21,1764416.0,91.5,
1994-04-01,900.55,,92.6,
1994-05-01,907.33,,92.8,
1994-06-01,912.14,1799278.0,91.2,
1994-07-01,902.82,,89.0,
1994-08-01,924.77,,91.7,
1994-09-01,927.69,1822835.0,91.5,
1994-10-01,920.82,,92.7,
1994-11-01,914.04,,91.6,
1994-12-01,902.5,1853818.0,95.1,
1995-01-01,918.76,,97.6,
1995-02-01,947.9,,95.1,
1995-03-01,966.78,1872027.0,90.3,
1995-04-01,992.44,,92.5,
1995-05-01,1021.49,,89.8,
1995-06-01,1049.73,1888959.0,92.7,
1995-07-01,1084.8,,94.4,
1995-08-01,1085.34,,96.2,
1995-09-01,1121.3,1917683.0,88.9,
1995-10-01,1125.67,,90.2,
1995-11-01,1150.77,,88.2,
1995-12-01,1188.33,1940112.0,91.0,
1996-01-01,1181.12,,89.3,
1996-02-01,1244.6,,88.5,
1996-03-01,1233.5,1967602.0,93.7,
1996-04-01,1228.95,,92.7,
1996-05-01,1253.25,,89.4,
1996-06-01,1266.22,2007191.0,92.4,
1996-07-01,1217.61,,94.7,
1996-08-01,1250.41,,95.3,
1996-09-01,1269.39,2031648.0,94.7,
1996-10-01,1315.22,,96.5,
1996-11-01,1376.75,,99.2,
1996-12-01,1390.94,2065475.0,96.9,
1997-01-01,1429.42,,97.4,
1997-02-01,1484.77,,99.7,
1997-03-01,1469.5,2098099.0,100.0,
1997-04-01,1415.36,,101.4,
1997-05-01,1544.46,,103.2,
1997-06-01,1622.52,2132049.0,104.5,
1997-07-01,1711.11,,107.1,
1997-08-01,1711.52,,104.4,
1997-09-01,1725.28,2171165.0,106.0,
1997-10-01,1746.98,,105.6,
1997-11-01,1725.57,,107.2,
1997-12-01,1770.86,2201058.0,102.1,
1998-01-01,1769.39,,106.6,
1998-02-01,1876.8,,110.4,
1998-03-01,1970.48,2227331.0,106.5,
1998-04-01,2031.45,,108.7,
1998-05-01,2020.81,,106.5,
1998-06-01,2018.28,2258823.0,105.6,
1998-07-01,2103.44,,105.2,
1998-08-01,1951.99,,104.4,
1998-09-01,1851.68,2298209.0,100.9,
1998-10-01,1868.57,,97.4,
1998-11-01,2071.2,,102.7,
1998-12-01,2155.07,2334881.0,100.5,
1999-01-01,2255.9,,103.9,
1999-02-01,2249.21,,108.1,
1999-03-01,2305.5,2370473.0,105.7,
1999-04-01,2383.68,,104.6,
1999-05-01,2378.88,,106.8,
1999-06-01,2361.87,2395603.0,107.3,
1999-07-01,2458.84,,106.0,
1999-08-01,2357.93,,104.5,
1999-09-01,2330.22,2430509.0,107.2,
1999-10-01,2294.02,,103.2,
1999-11-01,2453.12,,107.2,
1999-12-01,2519.57,2482792.0,105.4,
2000-01-01,2506.67,,112.0,
2000-02-01,2427.73,,111.3,
2000-03-01,2500.35,2530953.0,107.1,
2000-04-01,2532.07,,109.2,2.51
2000-05-01,2454.91,,110.7,
2000-06-01,2516.95,2576220.0,106.4,
2000-07-01,2530.08,,108.3,
2000-08-01,2551.48,,107.3,
2000-09-01,2508.51,2604143.0,106.8,
2000-10-01,2371.29,,105.8,
2000-11-01,2349.3,,107.6,
2000-12-01,2270.29,2623197.0,98.4,
2001-01-01,2264.0,,94.7,
2001-02-01,2204.53,,90.6,
2001-03-01,1997.56,2651241.0,91.5,
2001-04-01,1996.35,,88.4,2.54
2001-05-01,2121.87,,92.0,
2001-06-01,2065.5,2674524.0,92.6,
2001-07-01,2014.03,,92.4,
2001-08-01,1970.64,,91.5,
2001-09-01,1738.97,2674266.0,81.8,
2001-10-01,1798.2,,82.7,
2001-11-01,1890.07,,83.9,
2001-12-01,1923.17,2679287.0,88.8,
2002-01-01,1910.92,,93.0,
2002-02-01,1837.39,,90.7,
2002-03-01,1915.29,2717629.0,95.7,
2002-04-01,1835.54,,93.0,2.49
2002-05-01,1781.59,,96.9,
2002-06-01,1672.98,2743649.0,92.4,
2002-07-01,1489.13,,88.1,
2002-08-01,1498.91,,87.6,
2002-09-01,1423.05,2764371.0,86.1,
2002-10-01,1399.12,,80.6,
2002-11-01,1489.66,,84.2,
2002-12-01,1475.31,2788257.0,86.7,
2003-01-01,1463.36,,82.4,
2003-02-01,1356.84,,79.9,
2003-03-01,1364.2,2814894.0,77.6,
2003-04-01,1437.26,,86.0,2.71
2003-05-01,1513.9,,92.1,
2003-06-01,1596.33,2850165.0,89.7,
2003-07-01,1601.92,,90.9,
2003-08-01,1591.01,,89.3,
2003-09-01,1633.79,2903647.0,87.7,
2003-10-01,1666.5,,89.6,
2003-11-01,1688.99,,93.7,
2003-12-01,1740.33,2948782.0,92.6,
2004-01-01,1815.02,,103.8,
2004-02-01,1822.55,,94.4,
2004-03-01,1780.18,2994380.0,95.8,
2004-04-01,1789.31,,94.2,
2004-05-01,1730.9,,90.2,2.9
2004-06-01,1772.34,3047150.0,95.6,
2004-07-01,1732.97,,96.7,
2004-08-01,1705.57,,95.9,
2004-09-01,1746.87,3097309.0,94.2,
2004-10-01,1737.02,,91.7,
2004-11-01,1816.5,,92.8,
2004-12-01,1870.39,3140382.0,97.1,
2005-01-01,1838.76,,95.5,
2005-02-01,1856.41,,94.1,
2005-03-01,1834.74,3201812.0,92.6,
2005-04-01,1776.01,,87.7,
2005-05-01,1798.99,,86.9,
2005-06-01,1834.64,3245026.0,96.0,3.06
2005-07-01,1856.55,,96.5,
2005-08-01,1850.17,,89.1,
2005-09-01,1830.3,3303555.0,76.9,
2005-10-01,1776.02,,74.2,
2005-11-01,1858.61,,81.6,
2005-12-01,1903.42,3361072.0,91.5,
2006-01-01,1913.96,,91.2,3.15
2006-02-01,1907.0,,86.7,
2006-03-01,1921.88,3439988.0,88.9,
2006-04-01,1918.09,,87.4,
2006-05-01,1890.79,,79.1,3.1
2006-06-01,1833.17,3475442.0,84.9,
2006-07-01,1838.08,,84.7,
2006-08-01,1873.65,,82.0,
2006-09-01,1927.63,3508215.0,85.4,
2006-10-01,2005.26,,93.6,
2006-11-01,2045.46,,92.1,
2006-12-01,2083.27,3540887.0,91.7,
2007-01-01,2088.28,,96.9,3.22
2007-02-01,2107.27,,91.3,
2007-03-01,2033.55,3577230.0,88.4,
2007-04-01,2101.84,,87.1,
2007-05-01,2156.87,,88.3,
2007-06-01,2157.04,3613520.0,85.3,3.41
2007-07-01,2166.88,,90.4,
2007-08-01,2076.52,,83.4,
2007-09-01,2131.31,3628259.0,83.4,
2007-10-01,2187.19,,80.9,
2007-11-01,2066.57,,76.1,
2007-12-01,2090.33,3649882.0,75.5,
2008-01-01,1938.73,,78.4,
2008-02-01,1899.62,,70.8,
2008-03-01,1830.57,3661297.0,69.5,
2008-04-01,1893.5,,62.6,
2008-05-01,1922.55,,59.8,
2008-06-01,1819.32,3687042.0,56.4,3.57
2008-07-01,1696.58,,61.2,
2008-08-01,1736.08,,63.0,
2008-09-01,1650.95,3695216.0,70.3,
2008-10-01,1327.72,,57.6,
2008-11-01,1233.82,,55.3,
2008-12-01,1238.97,3625331.0,60.1,
2009-01-01,1216.76,,61.2,
2009-02-01,1126.33,,56.3,
2009-03-01,1056.48,3581314.0,57.3,
2009-04-01,1180.54,,65.1,
2009-05-01,1252.44,,68.7,
2009-06-01,1274.4,3573081.0,70.8,
2009-07-01,1289.8,,66.0,3.57
2009-08-01,1388.55,,65.7,
2009-09-01,1435.53,3586756.0,73.5,
2009-10-01,1465.88,,70.6,
2009-11-01,1492.85,,67.4,
2009-12-01,1526.15,3639926.0,72.5,
2010-01-01,1539.03,,74.4,3.58
2010-02-01,1491.51,,73.6,
2010-03-01,1571.18,3663039.0,73.6,
2010-04-01,1630.09,,72.2,
2010-05-01,1530.52,,73.6,
2010-06-01,1475.24,3709878.0,76.0,
2010-07-01,1470.08,,67.8,3.73
2010-08-01,1478.22,,68.9,
2010-09-01,1524.65,3763650.0,68.2,
2010-10-01,1589.93,,67.7,
2010-11-01,1626.3,,71.6,
2010-12-01,1681.26,3803206.0,74.5,
2011-01-01,1728.67,,74.2,
2011-02-01,1771.82,,77.5,
2011-03-01,1732.62,3815104.0,67.5,
2011-04-01,1757.19,,69.8,
2011-05-01,1757.9,,74.3,
2011-06-01,1692.69,3866079.0,71.5,
2011-07-01,1740.99,,63.7,4.065
2011-08-01,1552.93,,55.8,
2011-09-01,1535.63,3906118.0,59.5,
2011-10-01,1582.51,,60.8,
2011-11-01,1609.03,,63.7,
2011-12-01,1635.24,3949797.0,69.9,
2012-01-01,1703.05,,75.0,4.19722
2012-02-01,1763.26,,75.3,
2012-03-01,1797.52,4020805.0,76.2,
2012-04-01,1788.48,,76.4,
2012-05-01,1732.26,,79.3,
2012-06-01,1711.8,4051504.0,73.2,
2012-07-01,1761.62,,72.3,4.3275
2012-08-01,1808.13,,74.3,
2012-09-01,1851.36,4074962.0,78.3,
2012-10-01,1844.9,,82.6,
2012-11-01,1797.85,,82.7,
2012-12-01,1838.61,4109612.0,72.9,
2013-01-01,1908.09,,73.8,4.3673958333333
2013-02-01,1933.38,,77.6,
2013-03-01,1977.46,4138907.0,78.6,
2013-04-01,2004.88,,76.4,
2013-05-01,2089.41,,84.5,
2013-06-01,2057.63,4161749.0,84.1,
2013-07-01,2120.23,,85.1,4.5566666666667
2013-08-01,2119.47,,82.1,
2013-09-01,2138.66,4202146.0,77.5,
2013-10-01,2185.94,,73.2,
2013-11-01,2271.3,,75.1,
2013-12-01,2302.36,4257685.0,82.5,
2014-01-01,2312.33,,81.2,4.6241666666667
2014-02-01,2297.09,,81.6,
2014-03-01,2340.77,4281345.0,80.0,
2014-04-01,2334.01,,84.1,
2014-05-01,2357.71,,81.9,
2014-06-01,2424.71,4354233.0,82.5,
2014-07-01,2458.06,,81.8,4.795
2014-08-01,2447.73,,82.5,
2014-09-01,2485.42,4423299.0,84.6,
2014-10-01,2421.72,,86.9,
2014-11-01,2569.73,,88.8,
2014-12-01,2596.65,4463202.0,93.6,
2015-01-01,2575.79,,98.1,4.79
2015-02-01,2632.96,,95.4,
2015-03-01,2614.6,4502799.0,93.0,
2015-04-01,2627.95,,95.9,
2015-05-01,2635.94,,90.7,
2015-06-01,2611.01,4556243.0,96.1,
2015-07-01,2604.43,,93.1,4.79
2015-08-01,2540.53,,91.9,
2015-09-01,2425.42,4584367.0,87.2,
2015-10-01,2526.85,,90.0,
2015-11-01,2601.98,,91.3,
2015-12-01,2577.6,4605260.0,92.6,
2016-01-01,2403.62,,92.0,4.93
2016-02-01,2383.89,,91.7,
2016-03-01,2520.16,4630780.0,91.0,
2016-04-01,2574.75,,89.0,
2016-05-01,2552.03,,94.7,
2016-06-01,2566.26,4670210.0,93.5,
2016-07-01,2650.61,,90.0,5.04
2016-08-01,2675.35,,89.8,
2016-09-01,2652.63,4710557.0,91.2,
2016-10-01,2631.32,,87.2,
2016-11-01,2662.43,,93.8,
2016-12-01,2761.93,4759104.0,98.2,
2017-01-01,2780.75,,98.5,5.06
2017-02-01,2838.78,,96.3,
2017-03-01,2881.41,4812180.0,96.9,
2017-04-01,2863.78,,97.0,
2017-05-01,2905.04,,97.1,
2017-06-01,2949.23,4856698.0,95.0,
2017-07-01,2975.65,,93.4,5.3
2017-08-01,2969.33,,96.8,
2017-09-01,2997.72,4906262.0,95.1,
2017-10-01,3076.82,,100.7,
2017-11-01,3120.8,,98.5,
2017-12-01,3207.79,4978063.0,95.9,
2018-01-01,3340.64,,95.7,5.28
2018-02-01,3224.67,,99.7,
2018-03-01,3214.55,5070249.0,101.4,
2018-04-01,3143.61,,98.8,
2018-05-01,3187.05,,98.0,
2018-06-01,3244.24,5135732.0,98.2,
2018-07-01,3290.3,,97.9,5.51
2018-08-01,3364.02,,96.2,
2018-09-01,3411.47,5198757.0,100.1,
2018-10-01,3269.26,,98.6,
2018-11-01,3206.96,,97.5,
2018-12-01,3033.03,5236124.0,98.3,
2019-01-01,3074.52,,91.2,5.58
2019-02-01,3234.74,,93.8,
2019-03-01,3273.95,5274652.0,98.4,
2019-04-01,3372.64,,97.2,
2019-05-01,3308.58,,100.0,
2019-05-01,2752.08,,100.0,
2019-06-01,3349.01,5331359.0,98.2,
2019-07-01,3465.98,,98.4,5.74
2019-08-01,3352.07,,89.8,
2019-09-01,3447.31,5373360.0,93.2,
2019-10-01,3434.28,,95.5,
2019-11-01,3582.94,,96.8,
2019-12-01,3669.18,5428038.0,99.3,
2019-12-01,3230.83,5428038.0,99.3,
2020-01-01,3771.73,,99.8,5.67
2020-01-01,3225.04,,99.8,5.67
2020-02-01,2954.81,,101.0,
2020-02-01,3760.4,,101.0,
2020-03-01,3050.0,5404655.0,89.1,
2020-03-01,2584.59,5404655.0,89.1,
2020-04-01,3197.39,,71.8,
2020-04-01,2912.43,,71.8,
2020-05-01,3379.82,,72.3,
2020-06-01,3574.47,4887206.0,78.1,
2020-06-01,3100.29,4887206.0,78.1,
2020-07-01,3674.42,,72.5,5.71
2020-07-01,3271.12,,72.5,5.71
2020-08-01,3873.09,,74.1,
2020-08-01,3500.31,,74.1,
2020-09-01,3837.84,5255889.0,80.4,
2020-09-01,3363.0,5255889.0,80.4,
2020-10-01,3896.87,,81.8,
2020-11-01,4047.86,,76.9,
2020-11-01,3621.63,,76.9,
2020-12-01,4210.78,5431271.0,80.7,
2020-12-01,3756.07,5431271.0,80.7,
2021-01-01,4304.63,,79.0,5.66
2021-02-01,4382.4,,76.8,
2021-03-01,4381.92,5573266.0,84.9,
2021-03-01,3972.89,5573266.0,84.9,
2021-04-01,4602.57,,88.3,
2021-04-01,4181.17,,88.3,
2021-05-01,4595.37,,82.9,
2021-06-01,4630.24,5734201.0,85.5,
2021-06-01,4297.5,5734201.0,85.5,
2021-07-01,4744.21,,81.2,5.65
2021-08-01,4832.62,,70.3,
2021-08-01,4522.68,,70.3,
2021-09-01,4810.15,5879444.0,72.8,
2021-09-01,4307.54,5879444.0,72.8,
2021-10-01,4786.79,,71.7,
2021-11-01,4984.09,,67.4,
2021-11-01,4567.0,,67.4,
2021-12-01,4976.69,6077834.0,70.6,
2021-12-01,4766.18,6077834.0,70.6,
2022-01-01,4828.58,,67.2,5.81
2022-01-01,4515.55,,67.2,5.81
2022-02-01,4640.68,,62.8,
2022-02-01,4373.94,,62.8,
2022-03-01,4530.41,6201234.0,59.4,
2022-03-01,4533.37,6201234.0,59.4,
2022-04-01,4508.24,,65.2,
2022-05-01,4102.73,,58.4,
2022-05-01,4132.15,,58.4,
2022-06-01,3905.49,6342867.0,50.0,
2022-06-01,3785.38,6342867.0,50.0,
2022-07-01,3918.75,,51.5,5.15
2022-08-01,4167.51,,58.2,
2022-08-01,3955.0,,58.2,
2022-09-01,3850.52,,58.6,
2022-09-01,3585.62,,58.6,
2022-10-01,3726.05,,59.9,
2022-10-01,3871.98,,59.9,
2022-11-01,3856.1,,,
