Period,GDP,Simple Growth Rate %,Y-o-Y Change %,Annual % Rate,CPI Y-o-Y change,Unemployment rate,S&P 500 (^SPX) - Index Value,Monthly Home price index,Initial Jobless Claim,Core CPI Index,Consumer Credit,Non-farm Payroll,Chicago PMI
1989-01-01,void,void,void,void,4.67,5.4,285.41333333333336,void,void,void,void,void,void
1988-12-01,9015661.0,0.013300000000000001,0.038,0.054400000000000004,4.42,5.3,276.5138095238095,void,void,void,void,void,void
1988-11-01,void,void,void,void,4.25,5.3,271.0242857142857,void,void,void,void,void,void
1988-10-01,void,void,void,void,4.25,5.4,277.3957142857143,void,void,void,void,void,void
1988-09-01,8897107.0,0.0059,0.04190000000000001,0.0236,4.17,5.4,267.96999999999997,void,void,void,void,void,void
1988-08-01,void,void,void,void,4.02,5.6,263.7265217391304,void,void,void,void,void,void
1988-07-01,void,void,void,void,4.13,5.4,269.04949999999997,void,void,void,void,void,void
1988-06-01,8845280.0,0.0131,0.044800000000000006,0.0536,3.96,5.4,270.6827272727273,void,void,void,void,void,void
1988-05-01,void,void,void,void,3.89,5.6,256.12380952380954,void,void,void,void,void,void
1988-04-01,void,void,void,void,3.9,5.4,262.6125,void,void,void,void,void,void
1988-03-01,8730569.0,0.0052,0.0424,0.0208,3.93,5.7,265.73739130434785,void,void,void,void,void,void
1988-02-01,void,void,void,void,3.94,5.7,258.128,void,void,void,void,void,void
1988-01-01,void,void,void,void,4.05,5.7,250.4765,void,void,void,void,void,void
1987-12-01,8685694.0,0.0172,0.044800000000000006,0.0705,4.43,5.7,240.955,void,void,void,void,void,void
1987-11-01,void,void,void,void,4.53,5.8,245.0085,void,void,void,void,void,void
1987-10-01,void,void,void,void,4.53,6,280.1640909090909,void,void,void,void,void,void
1987-09-01,8539075.0,0.0087,0.0327,0.0352,4.36,5.9,318.6609523809524,void,void,void,void,void,void
1987-08-01,void,void,void,void,4.28,6,329.3580952380952,void,void,void,void,void,void
1987-07-01,void,void,void,void,3.93,6.1,310.0872727272727,void,void,void,void,void,void
1987-06-01,8465630.0,0.0108,0.0336,0.043899999999999995,3.65,6.2,301.3840909090909,void,void,void,void,void,void
1987-05-01,void,void,void,void,3.86,6.3,289.1155,void,void,void,void,void,void
1987-04-01,void,void,void,void,3.78,6.3,289.32238095238097,void,void,void,void,void,void
1987-03-01,8375274.0,0.0075,0.027200000000000002,0.0301,3.03,6.6,292.4713636363636,void,void,void,void,void,void
1987-02-01,void,void,void,void,2.1,6.6,280.9342105263158,void,void,void,void,void,void
1987-01-01,void,void,void,void,1.46,6.6,264.51142857142855,void,void,void,void,void,void
1986-12-01,8313338.0,0.0054,0.0291,0.0217,1.1,6.6,248.60545454545453,void,void,void,void,void,void
1986-11-01,void,void,void,void,1.28,6.9,245.0926315789474,void,void,void,void,void,void
1986-10-01,void,void,void,void,1.47,7,237.35608695652172,void,void,void,void,void,void
1986-09-01,8268935.0,0.0096,0.031200000000000002,0.0388,1.75,7,238.2690476190476,void,void,void,void,void,void
1986-08-01,void,void,void,void,1.57,6.9,245.0009523809524,void,void,void,void,void,void
1986-07-01,void,void,void,void,1.58,7,240.18,void,void,void,void,void,void
1986-06-01,8190552.0,0.0045000000000000005,0.037000000000000005,0.0181,1.77,7.2,245.2957142857143,void,void,void,void,void,void
1986-05-01,void,void,void,void,1.49,7.2,238.45904761904762,void,void,void,void,void,void
1986-04-01,void,void,void,void,1.59,7.1,237.96772727272727,void,void,void,void,void,void
1986-03-01,8153829.0,0.009300000000000001,0.0415,0.0379,2.26,7.2,232.327,void,void,void,void,void,void
1986-02-01,void,void,void,void,3.11,7.2,219.3652631578947,void,void,void,void,void,void
1986-01-01,void,void,void,void,3.89,6.7,208.19409090909093,void,void,void,void,void,void
1985-12-01,8078415.0,0.0074,0.0418,0.0301,3.8,7,207.25761904761904,void,void,void,void,void,void
1985-11-01,void,void,void,void,3.51,7,197.44549999999998,void,void,void,void,void,void
1985-10-01,void,void,void,void,3.23,7.1,186.18043478260867,void,void,void,void,void,void
1985-09-01,8018809.0,0.015300000000000001,0.0426,0.0625,3.14,7.1,184.0605,void,void,void,void,void,void
1985-08-01,void,void,void,void,3.35,7.1,188.3063636363636,void,void,void,void,void,void
1985-07-01,void,void,void,void,3.55,7.4,192.54454545454544,void,void,void,void,void,void
1985-06-01,7898194.0,0.0088,0.0368,0.035699999999999996,3.76,7.4,188.886,void,void,void,void,void,void
1985-05-01,void,void,void,void,3.77,7.2,184.89909090909092,void,void,void,void,void,void
1985-04-01,void,void,void,void,3.69,7.3,180.6185714285714,void,void,void,void,void,void
1985-03-01,7829260.0,0.0097,0.045599999999999995,0.0393,3.7,7.2,179.42,void,void,void,void,void,void
1985-02-01,void,void,void,void,3.52,7.2,180.88473684210527,void,void,void,void,void,void
1985-01-01,void,void,void,void,3.53,7.3,171.61272727272728,void,void,void,void,void,void
1984-12-01,7754117.0,0.008199999999999999,0.0558,0.0332,3.95,7.3,164.48,void,void,void,void,void,void
1984-11-01,void,void,void,void,4.05,7.2,166.27285714285713,void,void,void,void,void,void
1984-10-01,void,void,void,void,4.26,7.4,164.81869565217391,void,void,void,void,void,void
1984-09-01,7690985.0,0.0096,0.069,0.0391,4.27,7.3,166.11263157894737,void,void,void,void,void,void
1984-08-01,void,void,void,void,4.29,7.5,164.42086956521737,void,void,void,void,void,void
1984-07-01,void,void,void,void,4.2,7.5,151.07809523809524,void,void,void,void,void,void
1984-06-01,7617547.0,0.0173,0.08,0.0709,4.22,7.2,153.1247619047619,void,void,void,void,void,void
1984-05-01,void,void,void,void,4.23,7.4,156.55090909090907,void,void,void,void,void,void
1984-04-01,void,void,void,void,4.56,7.7,157.6015,void,void,void,void,void,void
1984-03-01,7488167.0,0.0195,0.0858,0.0805,4.8,7.8,157.43863636363636,void,void,void,void,void,void
1984-02-01,void,void,void,void,4.6,7.8,157.25050000000002,void,void,void,void,void,void
1984-01-01,void,void,void,void,4.19,8,166.39238095238096,void,void,void,void,void,void
1983-12-01,7344597.0,0.0209,0.079,0.0861,3.79,8.3,164.3652380952381,void,void,void,void,void,void
1983-11-01,void,void,void,void,3.27,8.5,165.23,void,void,void,void,void,void
1983-10-01,void,void,void,void,2.85,8.8,167.6547619047619,void,void,void,void,void,void
1983-09-01,7194504.0,0.02,0.0574,0.0824,2.86,9.2,167.16142857142856,void,void,void,void,void,void
1983-08-01,void,void,void,void,2.56,9.5,162.4186956521739,void,void,void,void,void,void
1983-07-01,void,void,void,void,2.46,9.4,166.956,void,void,void,void,void,void
1983-06-01,7053500.0,0.022799999999999997,0.0327,0.0942,2.58,10.1,166.39,void,void,void,void,void,void
1983-05-01,void,void,void,void,3.55,10.1,164.09666666666666,void,void,void,void,void,void
1983-04-01,void,void,void,void,3.9,10.2,157.7105,void,void,void,void,void,void
1983-03-01,6896561.0,0.0132,0.0143,0.0538,3.6,10.3,151.87565217391304,void,void,void,void,void,void
1983-02-01,void,void,void,void,3.49,10.4,146.79526315789474,void,void,void,void,void,void
1983-01-01,void,void,void,void,3.71,10.4,144.2657142857143,void,void,void,void,void,void
1982-12-01,6806857.0,0.0004,-0.0144,0.0016,3.83,10.8,139.3659090909091,void,void,void,void,void,void
1982-11-01,void,void,void,void,4.59,10.8,138.10238095238097,void,void,void,void,void,void
1982-10-01,void,void,void,void,5.14,10.4,132.70761904761906,void,void,void,void,void,void
1982-09-01,6804139.0,-0.0038,-0.0256,-0.0152,5.04,10.1,122.43285714285715,void,void,void,void,void,void
1982-08-01,void,void,void,void,5.85,9.8,109.65045454545454,void,void,void,void,void,void
1982-07-01,void,void,void,void,6.44,9.8,109.37571428571428,void,void,void,void,void,void
1982-06-01,6830251.0,0.0046,-0.0101,0.0184,7.06,9.6,109.71,void,void,void,void,void,void
1982-05-01,void,void,void,void,6.68,9.4,116.3525,void,void,void,void,void,void
1982-04-01,void,void,void,void,6.51,9.3,116.30666666666667,void,void,void,void,void,void
1982-03-01,6799233.0,-0.0155,-0.0219,-0.060700000000000004,6.78,9,110.84217391304347,void,void,void,void,void,void
1982-02-01,void,void,void,void,7.62,8.9,114.49526315789473,void,void,void,void,void,void
1982-01-01,void,void,void,void,8.39,8.6,117.27650000000001,void,void,void,void,void,void
1981-12-01,6906529.0,-0.0109,0.013000000000000001,-0.0429,8.92,8.5,123.7940909090909,void,void,void,void,void,void
1981-11-01,void,void,void,void,9.59,8.3,122.9195,void,void,void,void,void,void
1981-10-01,void,void,void,void,10.14,7.9,119.80681818181819,void,void,void,void,void,void
1981-09-01,6982609.0,0.012,0.0433,0.048799999999999996,10.95,7.6,118.2695238095238,void,void,void,void,void,void
1981-08-01,void,void,void,void,10.8,7.4,129.7152380952381,void,void,void,void,void,void
1981-07-01,void,void,void,void,10.76,7.2,129.12863636363636,void,void,void,void,void,void
1981-06-01,6899980.0,-0.0074,0.0297,-0.029300000000000003,9.55,7.5,132.27772727272728,void,void,void,void,void,void
1981-05-01,void,void,void,void,9.78,7.5,131.727,void,void,void,void,void,void
1981-04-01,void,void,void,void,10,7.2,134.45904761904762,void,void,void,void,void,void
1981-03-01,6951495.0,0.0196,0.016,0.08070000000000001,10.49,7.4,133.185,void,void,void,void,void,void
1981-02-01,void,void,void,void,11.41,7.4,128.39526315789476,void,void,void,void,void,void
1981-01-01,void,void,void,void,11.83,7.5,132.96571428571428,void,void,void,void,void,void
1980-12-01,6817903.0,0.018600000000000002,-0.0004,0.0767,12.52,7.2,133.48318181818183,void,void,void,void,void,void
1980-11-01,void,void,void,void,12.65,7.5,135.65444444444447,void,void,void,void,void,void
1980-10-01,void,void,void,void,12.77,7.5,130.22173913043477,void,void,void,void,void,void
1980-09-01,6693082.0,-0.0012,-0.016200000000000003,-0.004699999999999999,12.6,7.5,126.51190476190476,void,void,void,void,void,void
1980-08-01,void,void,void,void,12.87,7.7,123.49666666666666,void,void,void,void,void,void
1980-07-01,void,void,void,void,13.13,7.8,119.83272727272728,void,void,void,void,void,void
1980-06-01,6701046.0,-0.0206,-0.0078000000000000005,-0.0799,14.38,7.6,114.54666666666667,void,void,void,void,void,void
1980-05-01,void,void,void,void,14.41,7.5,107.69428571428571,void,void,void,void,void,void
1980-04-01,void,void,void,void,14.73,6.9,102.96666666666667,void,void,void,void,void,void
1980-03-01,6842024.0,0.0031,0.014199999999999999,0.0126,14.76,6.3,104.68619047619048,void,void,void,void,void,void
1980-02-01,void,void,void,void,14.18,6.3,115.33900000000001,void,void,void,void,void,void
1980-01-01,void,void,void,void,13.91,6.3,110.91181818181818,void,void,void,void,void,void
1979-12-01,6820572.0,0.0025,0.0128,0.01,13.29,6,107.78699999999999,void,void,void,void,void,void
1979-11-01,void,void,void,void,12.61,5.9,103.66380952380953,void,void,void,void,void,void
1979-10-01,void,void,void,void,12.07,6,104.47304347826088,void,void,void,void,void,void
1979-09-01,6803558.0,0.0074,0.0239,0.03,12.18,5.9,108.59684210526316,void,void,void,void,void,void
1979-08-01,void,void,void,void,11.82,6,107.35608695652174,void,void,void,void,void,void
1979-07-01,void,void,void,void,11.26,5.7,102.71142857142857,void,void,void,void,void,void
1979-06-01,6753389.0,0.0011,0.026600000000000002,0.0043,10.89,5.7,101.72761904761906,void,void,void,void,void,void
1979-05-01,void,void,void,void,10.85,5.6,99.72727272727273,void,void,void,void,void,void
1979-04-01,void,void,void,void,10.49,5.8,102.066,void,void,void,void,void,void
1979-03-01,6746176.0,0.0018,0.06509999999999999,0.0072,10.09,5.8,100.11227272727274,void,void,void,void,void,void
1979-02-01,void,void,void,void,9.86,5.9,98.22947368421053,void,void,void,void,void,void
1979-01-01,void,void,void,void,9.28,5.9,99.70499999999998,void,void,void,void,void,void
1978-12-01,6734069.0,0.0134,0.0666,0.054900000000000004,9.02,6,96.1075,void,void,void,void,void,void
1978-11-01,void,void,void,void,8.89,5.9,94.70952380952382,void,void,void,void,void,void
1978-10-01,void,void,void,void,8.93,5.8,100.58363636363637,void,void,void,void,void,void
1978-09-01,6644754.0,0.0101,0.0525,0.0408,8.31,6,104.0135,void,void,void,void,void,void
1978-08-01,void,void,void,void,7.84,5.9,103.92173913043477,void,void,void,void,void,void
1978-07-01,void,void,void,void,7.7,6.2,97.1925,void,void,void,void,void,void
1978-06-01,6578605.0,0.038599999999999995,0.0608,0.1638,7.41,5.9,97.66181818181818,void,void,void,void,void,void
1978-05-01,void,void,void,void,6.97,6,97.41454545454545,void,void,void,void,void,void
1978-04-01,void,void,void,void,6.5,6.1,92.7105,void,void,void,void,void,void
1978-03-01,6333848.0,0.0032,0.0412,0.0128,6.55,6.3,88.81954545454545,void,void,void,void,void,void
1978-02-01,void,void,void,void,6.43,6.3,88.97526315789473,void,void,void,void,void,void
1978-01-01,void,void,void,void,6.84,6.4,90.25428571428571,void,void,void,void,void,void
1977-12-01,6313697.0,0.0,0.0501,0.0001,6.7,6.4,93.82047619047619,void,void,void,void,void,void
1977-11-01,void,void,void,void,6.72,6.8,94.28333333333333,void,void,void,void,void,void
1977-10-01,void,void,void,void,6.39,6.8,93.7395238095238,void,void,void,void,void,void
1977-09-01,6313559.0,0.018000000000000002,0.057699999999999994,0.0741,6.6,6.8,96.23238095238096,void,void,void,void,void,void
1977-08-01,void,void,void,void,6.62,7,97.75,void,void,void,void,void,void
1977-07-01,void,void,void,void,6.83,6.9,100.17842105263158,void,void,void,void,void,void
1977-06-01,6201659.0,0.0194,0.0447,0.0801,6.87,7.2,99.28590909090909,void,void,void,void,void,void
1977-05-01,void,void,void,void,6.73,7,98.76047619047618,void,void,void,void,void,void
1977-04-01,void,void,void,void,6.95,7.2,99.05,void,void,void,void,void,void
1977-03-01,6083391.0,0.0118,0.0323,0.0481,6.44,7.4,100.57826086956523,void,void,void,void,void,void
1977-02-01,void,void,void,void,5.91,7.6,100.9557894736842,void,void,void,void,void,void
1977-01-01,void,void,void,void,5.22,7.5,103.81333333333333,void,void,void,void,void,void
1976-12-01,6012356.0,0.0072,0.0431,0.029300000000000003,4.86,7.8,104.66090909090909,void,void,void,void,void,void
1976-11-01,void,void,void,void,4.88,7.8,101.1935,void,void,void,void,void,void
1976-10-01,void,void,void,void,5.46,7.7,101.88523809523811,void,void,void,void,void,void
1976-09-01,5969089.0,0.0055000000000000005,0.0496,0.022099999999999998,5.49,7.6,105.45333333333333,void,void,void,void,void,void
1976-08-01,void,void,void,void,5.71,7.8,103.29181818181819,void,void,void,void,void,void
1976-07-01,void,void,void,void,5.35,7.8,104.20095238095239,void,void,void,void,void,void
1976-06-01,5936515.0,0.0073,0.0617,0.0297,5.97,7.6,101.76681818181818,void,void,void,void,void,void
1976-05-01,void,void,void,void,6.2,7.4,101.162,void,void,void,void,void,void
1976-04-01,void,void,void,void,6.05,7.7,101.92952380952381,void,void,void,void,void,void
1976-03-01,5893276.0,0.0225,0.061500000000000006,0.09300000000000001,6.07,7.6,101.08347826086957,void,void,void,void,void,void
1976-02-01,void,void,void,void,6.29,7.7,100.63947368421053,void,void,void,void,void,void
1976-01-01,void,void,void,void,6.72,7.9,96.85952380952381,void,void,void,void,void,void
1975-12-01,5763665.0,0.013500000000000002,0.0255,0.055,6.94,8.2,88.70045454545455,void,void,void,void,void,void
1975-11-01,void,void,void,void,7.38,8.3,90.06526315789473,void,void,void,void,void,void
1975-10-01,void,void,void,void,7.44,8.4,88.57434782608696,void,void,void,void,void,void
1975-09-01,5687087.0,0.0171,0.008,0.0702,7.91,8.4,84.67238095238095,void,void,void,void,void,void
1975-08-01,void,void,void,void,8.6,8.4,85.71380952380953,void,void,void,void,void,void
1975-07-01,void,void,void,void,9.72,8.6,92.48727272727272,void,void,void,void,void,void
1975-06-01,5591382.0,0.0070999999999999995,-0.0183,0.028900000000000002,9.39,8.8,92.39714285714285,void,void,void,void,void,void
1975-05-01,void,void,void,void,9.47,9,90.09619047619047,void,void,void,void,void,void
1975-04-01,void,void,void,void,10.21,8.8,84.72318181818183,void,void,void,void,void,void
1975-03-01,5551713.0,-0.012199999999999999,-0.023,-0.0478,10.25,8.6,83.78200000000001,void,void,void,void,void,void
1975-02-01,void,void,void,void,11.23,8.1,80.09684210526315,void,void,void,void,void,void
1975-01-01,void,void,void,void,11.8,8.1,72.56409090909091,void,void,void,void,void,void
1974-12-01,5620126.0,-0.0039000000000000003,-0.0195,-0.0154,12.34,7.2,67.07333333333334,void,void,void,void,void,void
1974-11-01,void,void,void,void,12.2,6.6,71.737,void,void,void,void,void,void
1974-10-01,void,void,void,void,12.06,6,69.44,void,void,void,void,void,void
1974-09-01,5642025.0,-0.0095,-0.0063,-0.0373,11.95,5.9,68.123,void,void,void,void,void,void
1974-08-01,void,void,void,void,10.86,5.5,76.02499999999999,void,void,void,void,void,void
1974-07-01,void,void,void,void,11.51,5.5,82.8190909090909,void,void,void,void,void,void
1974-06-01,5695859.0,0.0024,-0.0021,0.0095,10.86,5.4,89.7895,void,void,void,void,void,void
1974-05-01,void,void,void,void,10.71,5.1,89.66727272727273,void,void,void,void,void,void
1974-04-01,void,void,void,void,10.09,5.1,92.45619047619047,void,void,void,void,void,void
1974-03-01,5682353.0,-0.0086,0.0064,-0.034,10.39,5.1,97.43904761904761,void,void,void,void,void,void
1974-02-01,void,void,void,void,10.02,5.2,93.45315789473683,void,void,void,void,void,void
1974-01-01,void,void,void,void,9.39,5.1,96.11,void,void,void,void,void,void
1973-12-01,5731632.0,0.0095,0.04019999999999999,0.0385,8.71,4.9,94.784,void,void,void,void,void,void
1973-11-01,void,void,void,void,8.25,4.8,102.03285714285714,void,void,void,void,void,void
1973-10-01,void,void,void,void,7.8,4.6,109.84434782608696,void,void,void,void,void,void
1973-09-01,5677738.0,-0.0053,0.04769999999999999,-0.0209,7.36,4.8,105.65789473684211,void,void,void,void,void,void
1973-08-01,void,void,void,void,7.38,4.8,103.7995652173913,void,void,void,void,void,void
1973-07-01,void,void,void,void,5.73,4.8,105.83428571428571,void,void,void,void,void,void
1973-06-01,5707755.0,0.0109,0.0632,0.0443,6,4.9,104.7547619047619,void,void,void,void,void,void
1973-05-01,void,void,void,void,5.53,4.9,107.21954545454545,void,void,void,void,void,void
1973-04-01,void,void,void,void,5.06,5,110.274,void,void,void,void,void,void
1973-03-01,5646286.0,0.024700000000000003,0.0756,0.1027,4.59,4.9,112.41545454545454,void,void,void,void,void,void
1973-02-01,void,void,void,void,3.87,5,114.16421052631578,void,void,void,void,void,void
1973-01-01,void,void,void,void,3.65,4.9,118.42190476190477,void,void,void,void,void,void
1972-12-01,5509926.0,0.0167,0.0689,0.0687,3.41,5.2,117.49736842105263,void,void,void,void,void,void
1972-11-01,void,void,void,void,3.67,5.3,115.047,void,void,void,void,void,void
1972-10-01,void,void,void,void,3.42,5.6,109.56272727272727,void,void,void,void,void,void
1972-09-01,5419184.0,0.009399999999999999,0.0538,0.0383,3.19,5.5,109.39200000000001,void,void,void,void,void,void
1972-08-01,void,void,void,void,2.94,5.6,111.00739130434783,void,void,void,void,void,void
1972-07-01,void,void,void,void,2.95,5.6,107.2115,void,void,void,void,void,void
1972-06-01,5368485.0,0.0227,0.0526,0.09390000000000001,2.71,5.7,108.01045454545455,void,void,void,void,void,void
1972-05-01,void,void,void,void,3.23,5.7,107.64545454545454,void,void,void,void,void,void
1972-04-01,void,void,void,void,3.49,5.7,108.80550000000001,void,void,void,void,void,void
1972-03-01,5249337.0,0.0184,0.0348,0.0756,3.5,5.8,107.6691304347826,void,void,void,void,void,void
1972-02-01,void,void,void,void,3.51,5.7,105.24300000000001,void,void,void,void,void,void
1972-01-01,void,void,void,void,3.27,5.8,103.30285714285715,void,void,void,void,void,void
1971-12-01,5154547.0,0.0024,0.0437,0.0095,3.27,6,99.17363636363638,void,void,void,void,void,void
1971-11-01,void,void,void,void,3.28,6,92.78285714285714,void,void,void,void,void,void
1971-10-01,void,void,void,void,3.81,5.8,97.29761904761905,void,void,void,void,void,void
1971-09-01,5142422.0,0.008199999999999999,0.0301,0.0333,4.08,6,99.4047619047619,void,void,void,void,void,void
1971-08-01,void,void,void,void,4.62,6.1,97.24772727272726,void,void,void,void,void,void
1971-07-01,void,void,void,void,4.36,6,99.00333333333334,void,void,void,void,void,void
1971-06-01,5100447.0,0.0054,0.0311,0.0218,4.64,5.9,99.72136363636363,void,void,void,void,void,void
1971-05-01,void,void,void,void,4.4,5.9,101.644,void,void,void,void,void,void
1971-04-01,void,void,void,void,4.16,5.9,103.04190476190476,void,void,void,void,void,void
1971-03-01,5072996.0,0.027200000000000002,0.027000000000000003,0.1131,4.71,6,99.60347826086957,void,void,void,void,void,void
1971-02-01,void,void,void,void,5,5.9,97.11000000000001,void,void,void,void,void,void
1971-01-01,void,void,void,void,5.29,5.9,93.49600000000001,void,void,void,void,void,void
1970-12-01,4938857.0,-0.010700000000000001,-0.0017000000000000001,-0.042199999999999994,5.57,6.1,90.05454545454546,void,void,void,void,void,void
1970-11-01,void,void,void,void,5.6,5.9,84.28450000000001,void,void,void,void,void,void
1970-10-01,void,void,void,void,5.63,5.5,84.37,void,void,void,void,void,void
1970-09-01,4992357.0,0.0092,0.0042,0.0374,5.66,5.4,82.58380952380952,void,void,void,void,void,void
1970-08-01,void,void,void,void,5.41,5.1,77.91809523809523,void,void,void,void,void,void
1970-07-01,void,void,void,void,5.98,5,75.72227272727274,void,void,void,void,void,void
1970-06-01,4946770.0,0.0014000000000000002,0.0016,0.005699999999999999,6.01,4.9,75.58954545454546,void,void,void,void,void,void
1970-05-01,void,void,void,void,6.04,4.8,76.06142857142856,void,void,void,void,void,void
1970-04-01,void,void,void,void,6.06,4.6,85.95227272727273,void,void,void,void,void,void
1970-03-01,4939759.0,-0.0015,0.0032,-0.0059,5.82,4.4,88.75190476190475,void,void,void,void,void,void
1970-02-01,void,void,void,void,6.15,4.2,87.16421052631578,void,void,void,void,void,void
1970-01-01,void,void,void,void,6.18,3.9,90.31,void,void,void,void,void,void
1969-12-01,4947104.0,-0.0049,0.020499999999999997,-0.0194,6.2,3.5,91.11045454545454,void,void,void,void,void,void
1969-11-01,void,void,void,void,5.93,3.5,96.20526315789475,void,void,void,void,void,void
1969-10-01,void,void,void,void,5.67,3.7,95.53478260869566,void,void,void,void,void,void
1969-09-01,4971349.0,0.0066,0.029500000000000002,0.026699999999999998,5.7,3.7,94.50619047619048,void,void,void,void,void,void
1969-08-01,void,void,void,void,5.71,3.5,94.18333333333332,void,void,void,void,void,void
1969-07-01,void,void,void,void,5.44,3.5,94.71190476190476,void,void,void,void,void,void
1969-06-01,4938728.0,0.003,0.030699999999999998,0.012199999999999999,5.48,3.5,99.11714285714285,void,void,void,void,void,void
1969-05-01,void,void,void,void,5.51,3.4,104.62190476190476,void,void,void,void,void,void
1969-04-01,void,void,void,void,5.52,3.4,101.26285714285714,void,void,void,void,void,void
1969-03-01,4923760.0,0.015700000000000002,0.0447,0.0641,5.25,3.4,99.4095238095238,void,void,void,void,void,void
1969-02-01,void,void,void,void,4.68,3.4,101.4688888888889,void,void,void,void,void,void
1969-01-01,void,void,void,void,4.4,3.4,102.04318181818181,void,void,void,void,void,void
1968-12-01,4847885.0,0.0039000000000000003,0.0496,0.0158,4.72,3.4,106.47555555555556,void,void,void,void,void,void
1968-11-01,void,void,void,void,4.73,3.4,105.40058823529411,void,void,void,void,void,void
1968-10-01,void,void,void,void,4.75,3.4,103.78944444444444,void,void,void,void,void,void
1968-09-01,4828892.0,0.0077,0.053399999999999996,0.031400000000000004,4.46,3.4,101.34,void,void,void,void,void,void
1968-08-01,void,void,void,void,4.48,3.5,98.11388888888888,void,void,void,void,void,void
1968-07-01,void,void,void,void,4.49,3.7,100.29529411764706,void,void,void,void,void,void
1968-06-01,4791758.0,0.0167,0.0552,0.06849999999999999,4.2,3.7,100.5264705882353,void,void,void,void,void,void
1968-05-01,void,void,void,void,3.92,3.5,97.86545454545454,void,void,void,void,void,void
1968-04-01,void,void,void,void,3.93,3.5,95.671,void,void,void,void,void,void
1968-03-01,4713013.0,0.0204,0.0385,0.08410000000000001,3.94,3.7,89.09285714285714,void,void,void,void,void,void
1968-02-01,void,void,void,void,3.95,3.8,90.75315789473684,void,void,void,void,void,void
1968-01-01,void,void,void,void,3.65,3.7,95.03772727272727,void,void,void,void,void,void
1967-12-01,4618812.0,0.0075,0.026699999999999998,0.0305,3.04,3.8,95.3025,void,void,void,void,void,void
1967-11-01,void,void,void,void,2.74,3.9,92.66,void,void,void,void,void,void
1967-10-01,void,void,void,void,2.43,4,95.66363636363636,void,void,void,void,void,void
1967-09-01,4584246.0,0.0095,0.0274,0.0384,2.75,3.8,95.809,void,void,void,void,void,void
1967-08-01,void,void,void,void,2.45,3.8,94.49391304347827,void,void,void,void,void,void
1967-07-01,void,void,void,void,2.77,3.8,93.014,void,void,void,void,void,void
1967-06-01,4541280.0,0.0006,0.0264,0.0025,2.78,3.9,91.43363636363637,void,void,void,void,void,void
1967-05-01,void,void,void,void,2.79,3.8,92.59181818181818,void,void,void,void,void,void
1967-04-01,void,void,void,void,2.48,3.8,90.9595,void,void,void,void,void,void
1967-03-01,4538498.0,0.0089,0.029300000000000003,0.0359,2.8,3.8,89.41772727272728,void,void,void,void,void,void
1967-02-01,void,void,void,void,2.81,3.8,87.35947368421053,void,void,void,void,void,void
1967-01-01,void,void,void,void,3.46,3.9,84.4504761904762,void,void,void,void,void,void
1966-12-01,4498660.0,0.008199999999999999,0.0451,0.0332,3.46,3.8,81.32714285714285,void,void,void,void,void,void
1966-11-01,void,void,void,void,3.79,3.6,80.9945,void,void,void,void,void,void
1966-10-01,void,void,void,void,3.79,3.7,77.12904761904763,void,void,void,void,void,void
1966-09-01,4462053.0,0.0085,0.0604,0.034300000000000004,3.48,3.7,77.81333333333333,void,void,void,void,void,void
1966-08-01,void,void,void,void,3.48,3.8,80.65086956521739,void,void,void,void,void,void
1966-07-01,void,void,void,void,2.85,3.8,85.8385,void,void,void,void,void,void
1966-06-01,4424581.0,0.0034000000000000002,0.07490000000000001,0.0137,2.53,3.8,86.06,void,void,void,void,void,void
1966-05-01,void,void,void,void,2.87,3.9,86.78190476190477,void,void,void,void,void,void
1966-04-01,void,void,void,void,2.87,3.8,91.5955,void,void,void,void,void,void
1966-03-01,4409518.0,0.024300000000000002,0.0848,0.10099999999999999,2.56,3.8,88.87782608695652,void,void,void,void,void,void
1966-02-01,void,void,void,void,2.56,3.8,92.68894736842105,void,void,void,void,void,void
1966-01-01,void,void,void,void,1.92,4,93.31619047619047,void,void,void,void,void,void
1965-12-01,4304731.0,0.023,0.08460000000000001,0.09539999999999998,1.92,4,91.73681818181818,void,void,void,void,void,void
1965-11-01,void,void,void,void,1.6,4.1,92.146,void,void,void,void,void,void
1965-10-01,void,void,void,void,1.93,4.2,91.3947619047619,void,void,void,void,void,void
1965-09-01,4207782.0,0.0222,0.0635,0.0919,1.61,4.3,89.37904761904763,void,void,void,void,void,void
1965-08-01,void,void,void,void,1.94,4.4,86.48727272727272,void,void,void,void,void,void
1965-07-01,void,void,void,void,1.61,4.4,84.90523809523809,void,void,void,void,void,void
1965-06-01,4116267.0,0.0126,0.056600000000000004,0.051500000000000004,1.94,4.6,85.04454545454546,void,void,void,void,void,void
1965-05-01,void,void,void,void,1.62,4.6,89.2795,void,void,void,void,void,void
1965-04-01,void,void,void,void,1.62,4.8,87.96666666666667,void,void,void,void,void,void
1965-03-01,4064915.0,0.0242,0.0548,0.10039999999999999,1.29,4.7,86.83391304347826,void,void,void,void,void,void
1965-02-01,void,void,void,void,0.97,5.1,86.74684210526316,void,void,void,void,void,void
1965-01-01,void,void,void,void,0.97,4.9,86.1165,void,void,void,void,void,void
1964-12-01,3968878.0,0.0031,0.0516,0.0124,0.97,5,83.96,void,void,void,void,void,void
1964-11-01,void,void,void,void,1.3,4.8,85.43842105263157,void,void,void,void,void,void
