Period,GDP,Simple Growth Rate %,Y-o-Y Change %,Annual % Rate,CPI Y-o-Y change,Unemployment rate,S&P 500 (^SPX) - Index Value,Monthly Home price index,Initial Jobless Claim,Core CPI Index,Consumer Credit,Non-farm Payroll,Chicago PMI
1964-10-01,void,void,void,void,0.97,5.1,84.84863636363637,void,void,void,void,void,void
1964-09-01,3956657.0,0.015600000000000001,0.0552,0.064,1.3,5.1,83.40857142857142,void,void,void,void,void,void
1964-08-01,void,void,void,void,0.98,5,82.0,void,void,void,void,void,void
1964-07-01,void,void,void,void,1.3,4.9,83.22227272727274,void,void,void,void,void,void
1964-06-01,3895793.0,0.0109,0.061799999999999994,0.0443,1.31,5.2,80.24272727272727,void,void,void,void,void,void
1964-05-01,void,void,void,void,1.31,5.1,80.7205,void,void,void,void,void,void
1964-04-01,void,void,void,void,1.31,5.3,79.93681818181818,void,void,void,void,void,void
1964-03-01,3853835.0,0.021099999999999997,0.0622,0.087,1.31,5.4,78.79904761904761,void,void,void,void,void,void
1964-02-01,void,void,void,void,1.64,5.4,77.39,void,void,void,void,void,void
1964-01-01,void,void,void,void,1.64,5.6,76.45227272727273,void,void,void,void,void,void
1963-12-01,3774264.0,0.0066,0.0516,0.0265,1.64,5.5,74.17380952380952,void,void,void,void,void,void
1963-11-01,void,void,void,void,1.32,5.7,72.62388888888889,void,void,void,void,void,void
1963-10-01,void,void,void,void,1.32,5.5,73.03391304347826,void,void,void,void,void,void
1963-09-01,3749681.0,0.022000000000000002,0.0482,0.0909,0.99,5.5,72.8495,void,void,void,void,void,void
1963-08-01,void,void,void,void,1.32,5.4,70.98045454545455,void,void,void,void,void,void
1963-07-01,void,void,void,void,1.32,5.6,69.07227272727272,void,void,void,void,void,void
1963-06-01,3669020.0,0.011200000000000002,0.0382,0.045599999999999995,1.32,5.6,70.1085,void,void,void,void,void,void
1963-05-01,void,void,void,void,0.99,5.9,70.13863636363637,void,void,void,void,void,void
1963-04-01,void,void,void,void,0.99,5.7,68.75904761904762,void,void,void,void,void,void
1963-03-01,3628306.0,0.0109,0.036000000000000004,0.0444,1.33,5.7,65.67285714285714,void,void,void,void,void,void
1963-02-01,void,void,void,void,1,5.9,65.92263157894736,void,void,void,void,void,void
1963-01-01,void,void,void,void,1.33,5.7,65.06227272727273,void,void,void,void,void,void
1962-12-01,3589128.0,0.0033,0.0431,0.0132,1.33,5.5,62.6395,void,void,void,void,void,void
1962-11-01,void,void,void,void,1.33,5.7,60.043499999999995,void,void,void,void,void,void
1962-10-01,void,void,void,void,1.33,5.4,56.16826086956522,void,void,void,void,void,void
1962-09-01,3577362.0,0.0123,0.06,0.0501,1.33,5.6,57.997894736842106,void,void,void,void,void,void
1962-08-01,void,void,void,void,1.34,5.7,58.52304347826087,void,void,void,void,void,void
1962-07-01,void,void,void,void,1,5.4,56.96952380952381,void,void,void,void,void,void
1962-06-01,3533947.0,0.009000000000000001,0.0673,0.0366,1.34,5.5,55.62857142857143,void,void,void,void,void,void
1962-05-01,void,void,void,void,1.34,5.5,62.99454545454546,void,void,void,void,void,void
1962-04-01,void,void,void,void,1.34,5.6,68.048,void,void,void,void,void,void
1962-03-01,3502298.0,0.0178,0.0757,0.0733,1.01,5.6,70.29181818181819,void,void,void,void,void,void
1962-02-01,void,void,void,void,1.01,5.5,70.22157894736843,void,void,void,void,void,void
1962-01-01,void,void,void,void,0.67,5.8,69.06772727272727,void,void,void,void,void,void
1961-12-01,3440924.0,0.0196,0.064,0.0808,0.67,6,71.711,void,void,void,void,void,void
1961-11-01,void,void,void,void,0.67,6.1,71.0765,void,void,void,void,void,void
1961-10-01,void,void,void,void,0.67,6.5,67.99636363636364,void,void,void,void,void,void
1961-09-01,3374742.0,0.0192,0.0301,0.079,1.35,6.7,67.258,void,void,void,void,void,void
1961-08-01,void,void,void,void,1.01,6.6,67.80260869565218,void,void,void,void,void,void
1961-07-01,void,void,void,void,1.35,7,65.4385,void,void,void,void,void,void
1961-06-01,3311181.0,0.017,0.015600000000000001,0.0696,0.68,6.9,65.62045454545455,void,void,void,void,void,void
1961-05-01,void,void,void,void,1.02,7.1,66.49666666666667,void,void,void,void,void,void
1961-04-01,void,void,void,void,1.02,7,65.834,void,void,void,void,void,void
1961-03-01,3255914.0,0.0067,-0.0067,0.0273,1.36,6.9,64.11636363636363,void,void,void,void,void,void
1961-02-01,void,void,void,void,1.36,6.9,62.17263157894737,void,void,void,void,void,void
1961-01-01,void,void,void,void,1.71,6.6,59.715714285714284,void,void,void,void,void,void
1960-12-01,3234087.0,-0.0128,0.0088,-0.0504,1.36,6.6,56.8,void,void,void,void,void,void
1960-11-01,void,void,void,void,1.36,6.1,55.470000000000006,void,void,void,void,void,void
1960-10-01,void,void,void,void,1.36,6.1,53.72904761904762,void,void,void,void,void,void
1960-09-01,3276133.0,0.0049,0.024900000000000002,0.0197,1.02,5.5,54.805238095238096,void,void,void,void,void,void
1960-08-01,void,void,void,void,1.37,5.6,56.50521739130434,void,void,void,void,void,void
1960-07-01,void,void,void,void,1.37,5.5,55.839999999999996,void,void,void,void,void,void
1960-06-01,3260177.0,-0.0054,0.0206,-0.021400000000000002,1.72,5.4,57.26318181818181,void,void,void,void,void,void
1960-05-01,void,void,void,void,1.72,5.1,55.21999999999999,void,void,void,void,void,void
1960-04-01,void,void,void,void,1.72,5.2,55.725,void,void,void,void,void,void
1960-03-01,3277847.0,0.0225,0.0493,0.09300000000000001,1.73,5.4,55.01521739130435,void,void,void,void,void,void
1960-02-01,void,void,void,void,1.73,4.8,55.775,void,void,void,void,void,void
1960-01-01,void,void,void,void,1.03,5.2,58.028999999999996,void,void,void,void,void,void
1959-12-01,3205790.0,0.0028000000000000004,0.045899999999999996,0.011399999999999999,1.73,5.3,59.056363636363635,void,void,void,void,void,void
1959-11-01,void,void,void,void,1.38,5.8,57.23315789473685,void,void,void,void,void,void
1959-10-01,void,void,void,void,1.73,5.7,57.00181818181818,void,void,void,void,void,void
1959-09-01,3196683.0,0.0007000000000000001,0.0673,0.0028000000000000004,1.38,5.5,57.05476190476191,void,void,void,void,void,void
1959-08-01,void,void,void,void,1.04,5.2,59.39857142857142,void,void,void,void,void,void
1959-07-01,void,void,void,void,0.69,5.1,59.7359090909091,void,void,void,void,void,void
1959-06-01,3194429.0,0.0226,0.09119999999999999,0.0933,0.69,5,57.459090909090904,void,void,void,void,void,void
1959-05-01,void,void,void,void,0.35,5.1,57.95857142857143,void,void,void,void,void,void
1959-04-01,void,void,void,void,0.35,5.2,57.098636363636366,void,void,void,void,void,void
1959-03-01,3123978.0,0.0192,0.0742,0.079,0.35,5.6,56.148095238095244,void,void,void,void,void,void
1959-02-01,void,void,void,void,1.05,5.9,54.77368421052632,void,void,void,void,void,void
1959-01-01,void,void,void,void,1.4,6,55.61904761904762,void,void,void,void,void,void
1958-12-01,3065141.0,0.023399999999999997,0.026600000000000002,0.0969,1.76,6.2,53.488571428571426,void,void,void,void,void,void
1958-11-01,void,void,void,void,2.11,6.2,52.501666666666665,void,void,void,void,void,void
1958-10-01,void,void,void,void,2.12,6.7,50.94521739130435,void,void,void,void,void,void
1958-09-01,2995112.0,0.0231,-0.0072,0.0958,2.12,7.1,48.959047619047624,void,void,void,void,void,void
1958-08-01,void,void,void,void,2.12,7.4,47.70238095238095,void,void,void,void,void,void
1958-07-01,void,void,void,void,2.47,7.5,45.975,void,void,void,void,void,void
1958-06-01,2927395.0,0.0066,-0.0202,0.0265,2.85,7.3,44.738571428571426,void,void,void,void,void,void
1958-05-01,void,void,void,void,3.21,7.4,43.70333333333333,void,void,void,void,void,void
1958-04-01,void,void,void,void,3.58,7.4,42.3447619047619,void,void,void,void,void,void
1958-03-01,2908281.0,-0.026000000000000002,-0.0287,-0.0998,3.6,6.7,42.10857142857143,void,void,void,void,void,void
1958-02-01,void,void,void,void,3.25,6.4,41.2615,void,void,void,void,void,void
1958-01-01,void,void,void,void,3.62,5.8,41.122727272727275,void,void,void,void,void,void
1957-12-01,2985775.0,-0.0103,0.0036,-0.0407,2.9,5.2,40.325714285714284,void,void,void,void,void,void
1957-11-01,void,void,void,void,3.27,5.1,40.347368421052636,void,void,void,void,void,void
1957-10-01,void,void,void,void,2.91,4.5,41.23565217391304,void,void,void,void,void,void
1957-09-01,3016979.0,0.0098,0.030699999999999998,0.0398,3.28,4.4,43.9845,void,void,void,void,void,void
1957-08-01,void,void,void,void,3.66,4.1,45.835,void,void,void,void,void,void
1957-07-01,void,void,void,void,3.28,4.2,48.51090909090909,void,void,void,void,void,void
1957-06-01,2987699.0,-0.0022,0.019799999999999998,-0.0087,3.31,4.3,47.554,void,void,void,void,void,void
1957-05-01,void,void,void,void,3.7,4.1,46.77590909090909,void,void,void,void,void,void
1957-04-01,void,void,void,void,3.72,3.9,45.048095238095236,void,void,void,void,void,void
1957-03-01,2994259.0,0.0064,0.0305,0.0259,3.73,3.7,44.03095238095238,void,void,void,void,void,void
1957-02-01,void,void,void,void,3.36,3.9,43.46631578947368,void,void,void,void,void,void
1957-01-01,void,void,void,void,2.99,4.2,45.425000000000004,void,void,void,void,void,void
1956-12-01,2975209.0,0.0165,0.02,0.0675,2.99,4.2,46.443684210526314,void,void,void,void,void,void
1956-11-01,void,void,void,void,2.23,4.3,45.7585,void,void,void,void,void,void
1956-10-01,void,void,void,void,2.23,3.9,46.243043478260866,void,void,void,void,void,void
1956-09-01,2927034.0,-0.0009,0.0095,-0.0036,1.86,3.9,46.83894736842105,void,void,void,void,void,void
1956-08-01,void,void,void,void,1.87,4.1,48.49173913043478,void,void,void,void,void,void
1956-07-01,void,void,void,void,2.24,4.4,48.77809523809523,void,void,void,void,void,void
1956-06-01,2929666.0,0.0083,0.024,0.0335,1.87,4.3,46.26857142857143,void,void,void,void,void,void
1956-05-01,void,void,void,void,1.12,4.3,46.53727272727272,void,void,void,void,void,void
1956-04-01,void,void,void,void,0.75,4,48.051904761904765,void,void,void,void,void,void
1956-03-01,2905656.0,-0.0039000000000000003,0.0322,-0.0154,0.37,4.2,47.48714285714286,void,void,void,void,void,void
1956-02-01,void,void,void,void,0.37,3.9,44.43,void,void,void,void,void,void
1956-01-01,void,void,void,void,0.37,4,44.14523809523809,void,void,void,void,void,void
1955-12-01,2916985.0,0.006,0.0658,0.0242,0.37,4.2,45.36666666666667,void,void,void,void,void,void
1955-11-01,void,void,void,void,0.37,4.2,44.947,void,void,void,void,void,void
1955-10-01,void,void,void,void,0.37,4.3,42.11380952380952,void,void,void,void,void,void
1955-09-01,2899578.0,0.013500000000000002,0.0801,0.055099999999999996,0.37,4.1,44.34142857142857,void,void,void,void,void,void
1955-08-01,void,void,void,void,-0.37,4.2,42.43,void,void,void,void,void,void
1955-07-01,void,void,void,void,-0.37,4,42.692,void,void,void,void,void,void
1955-06-01,2860942.0,0.0163,0.07780000000000001,0.0667,-0.74,4.2,39.783181818181816,void,void,void,void,void,void
1955-05-01,void,void,void,void,-0.74,4.3,37.60285714285714,void,void,void,void,void,void
1955-04-01,void,void,void,void,-0.37,4.7,37.760000000000005,void,void,void,void,void,void
1955-03-01,2815134.0,0.0286,0.0617,0.1192,-0.74,4.6,36.50086956521739,void,void,void,void,void,void
1955-02-01,void,void,void,void,-0.74,4.7,36.79105263157894,void,void,void,void,void,void
1955-01-01,void,void,void,void,-0.74,4.9,35.59619047619047,void,void,void,void,void,void
1954-12-01,2736960.0,0.0196,0.0273,0.0806,-0.74,5,34.96727272727273,void,void,void,void,void,void
1954-11-01,void,void,void,void,-0.37,5.3,33.442,void,void,void,void,void,void
1954-10-01,void,void,void,void,-0.74,5.7,32.17666666666667,void,void,void,void,void,void
1954-09-01,2684434.0,0.0113,-0.0077,0.045899999999999996,-0.37,6.1,31.454761904761902,void,void,void,void,void,void
1954-08-01,void,void,void,void,0,6,30.729545454545452,void,void,void,void,void,void
1954-07-01,void,void,void,void,0.37,5.8,30.126666666666665,void,void,void,void,void,void
1954-06-01,2654456.0,0.0011,-0.024300000000000002,0.0044,0.37,5.6,28.96090909090909,void,void,void,void,void,void
1954-05-01,void,void,void,void,0.75,5.9,28.734500000000004,void,void,void,void,void,void
1954-04-01,void,void,void,void,0.75,5.9,27.627142857142854,void,void,void,void,void,void
1954-03-01,2651566.0,-0.0048,-0.0178,-0.019,1.13,5.7,26.571739130434782,void,void,void,void,void,void
1954-02-01,void,void,void,void,1.51,5.2,26.023684210526316,void,void,void,void,void,void
1954-01-01,void,void,void,void,1.13,4.9,25.4615,void,void,void,void,void,void
1953-12-01,2664302.0,-0.0151,0.0052,-0.0592,0.75,4.5,24.827272727272728,void,void,void,void,void,void
1953-11-01,void,void,void,void,0.75,3.5,24.500555555555554,void,void,void,void,void,void
1953-10-01,void,void,void,void,1.12,3.1,23.96666666666667,void,void,void,void,void,void
1953-09-01,2705258.0,-0.005600000000000001,0.0542,-0.0223,0.75,2.9,23.316666666666666,void,void,void,void,void,void
1953-08-01,void,void,void,void,0.75,2.7,24.38952380952381,void,void,void,void,void,void
1953-07-01,void,void,void,void,0.37,2.6,24.29478260869565,void,void,void,void,void,void
1953-06-01,2720566.0,0.0077,0.0678,0.0313,1.13,2.5,23.951818181818183,void,void,void,void,void,void
1953-05-01,void,void,void,void,1.14,2.5,24.84095238095238,void,void,void,void,void,void
1953-04-01,void,void,void,void,0.76,2.7,24.712380952380954,void,void,void,void,void,void
1953-03-01,2699699.0,0.018600000000000002,0.061900000000000004,0.0765,1.14,2.6,25.99227272727273,void,void,void,void,void,void
1953-02-01,void,void,void,void,0.76,2.6,25.858888888888888,void,void,void,void,void,void
1953-01-01,void,void,void,void,0.38,2.9,26.18,void,void,void,void,void,void
1952-12-01,2650431.0,0.032799999999999996,0.0537,0.138,0.75,2.7,26.039545454545454,void,void,void,void,void,void
1952-11-01,void,void,void,void,1.14,2.8,25.029411764705884,void,void,void,void,void,void
1952-10-01,void,void,void,void,1.91,3,24.25590909090909,void,void,void,void,void,void
1952-09-01,2566153.0,0.0072,0.022400000000000003,0.0292,2.3,3.1,24.78190476190476,void,void,void,void,void,void
1952-08-01,void,void,void,void,3.09,3.4,25.182380952380953,void,void,void,void,void,void
1952-07-01,void,void,void,void,3.09,3.2,25.079545454545453,void,void,void,void,void,void
1952-06-01,2547762.0,0.0022,0.036000000000000004,0.0086,2.32,3,24.38095238095238,void,void,void,void,void,void
1952-05-01,void,void,void,void,1.93,3,23.729200000000002,void,void,void,void,void,void
1952-04-01,void,void,void,void,2.33,2.9,23.7444,void,void,void,void,void,void
1952-03-01,2542286.0,0.010700000000000001,0.051699999999999996,0.0434,1.94,2.9,23.814230769230768,void,void,void,void,void,void
1952-02-01,void,void,void,void,2.33,3.1,23.745217391304347,void,void,void,void,void,void
1952-01-01,void,void,void,void,4.33,3.2,24.188846153846153,void,void,void,void,void,void
1951-12-01,2515408.0,0.0022,0.0547,0.0088,6,3.1,23.4144,void,void,void,void,void,void
1951-11-01,void,void,void,void,6.88,3.5,22.71,void,void,void,void,void,void
1951-10-01,void,void,void,void,6.5,3.5,23.355384615384615,void,void,void,void,void,void
1951-09-01,2509880.0,0.0206,0.0725,0.085,6.97,3.3,23.48421052631579,void,void,void,void,void,void
1951-08-01,void,void,void,void,6.58,3.1,22.89217391304348,void,void,void,void,void,void
1951-07-01,void,void,void,void,7.47,3.1,21.93190476190476,void,void,void,void,void,void
1951-06-01,2459196.0,0.0173,0.0915,0.0711,8.82,3.2,21.54619047619048,void,void,void,void,void,void
1951-05-01,void,void,void,void,9.28,3,21.930000000000003,void,void,void,void,void,void
1951-04-01,void,void,void,void,9.32,3.1,21.917599999999997,void,void,void,void,void,void
1951-03-01,2417311.0,0.013600000000000001,0.1056,0.0554,9.32,3.4,21.62923076923077,void,void,void,void,void,void
1951-02-01,void,void,void,void,9.36,3.4,22.00090909090909,void,void,void,void,void,void
1951-01-01,void,void,void,void,8.09,3.7,21.20846153846154,void,void,void,void,void,void
1950-12-01,2384920.0,0.0191,0.13369999999999999,0.0788,5.93,4.3,19.75,void,void,void,void,void,void
1950-11-01,void,void,void,void,3.78,4.2,19.825652173913046,void,void,void,void,void,void
1950-10-01,void,void,void,void,3.8,4.2,19.8692,void,void,void,void,void,void
1950-09-01,2340112.0,0.038599999999999995,0.10300000000000001,0.1638,2.09,4.4,19.0845,void,void,void,void,void,void
1950-08-01,void,void,void,void,2.1,4.5,18.433043478260867,void,void,void,void,void,void
1950-07-01,void,void,void,void,1.69,5,17.384,void,void,void,void,void,void
1950-06-01,2253045.0,0.0305,0.073,0.1277,-0.42,5.4,18.73681818181818,void,void,void,void,void,void
1950-05-01,void,void,void,void,-0.42,5.5,18.44076923076923,void,void,void,void,void,void
1950-04-01,void,void,void,void,-1.26,5.8,17.83791666666667,void,void,void,void,void,void
1950-03-01,2186365.0,0.0393,0.0377,0.16670000000000001,-0.84,6.3,17.353333333333335,void,void,void,void,void,void
1950-02-01,void,void,void,void,-1.26,6.4,17.20590909090909,void,void,void,void,void,void
1950-01-01,void,void,void,void,-2.08,6.5,16.878800000000002,void,void,void,void,void,void
1949-12-01,2103688.0,-0.0084,-0.015300000000000001,-0.0332,-2.07,6.6,16.5436,void,void,void,void,void,void
1949-11-01,void,void,void,void,-1.65,6.4,16.110434782608696,void,void,void,void,void,void
1949-10-01,void,void,void,void,-2.87,7.9,15.886399999999998,void,void,void,void,void,void
1949-09-01,2121493.0,0.0103,-0.0059,0.04190000000000001,-2.45,6.6,15.486666666666668,void,void,void,void,void,void
1949-08-01,void,void,void,void,-2.86,6.8,15.287826086956523,void,void,void,void,void,void
1949-07-01,void,void,void,void,-2.87,6.7,14.762,void,void,void,void,void,void
1949-06-01,2099814.0,-0.0034000000000000002,-0.0104,-0.013600000000000001,-0.83,6.2,13.966818181818182,void,void,void,void,void,void
1949-05-01,void,void,void,void,-0.42,6.1,14.776666666666666,void,void,void,void,void,void
1949-04-01,void,void,void,void,0.42,5.3,14.8936,void,void,void,void,void,void
1949-03-01,2107001.0,-0.0138,0.009399999999999999,-0.054000000000000006,1.71,5,14.911481481481482,void,void,void,void,void,void
1949-02-01,void,void,void,void,1.28,4.7,14.768636363636363,void,void,void,void,void,void
1949-01-01,void,void,void,void,1.27,4.3,15.3564,void,void,void,void,void,void
1948-12-01,2136440.0,0.0011,0.038900000000000004,0.0045000000000000005,2.99,4,15.191923076923077,void,void,void,void,void,void
1948-11-01,void,void,void,void,4.76,3.8,15.290869565217392,void,void,void,void,void,void
1948-10-01,void,void,void,void,6.09,3.7,16.1896,void,void,void,void,void,void
1948-09-01,2134056.0,0.005699999999999999,0.053899999999999997,0.0231,6.52,3.8,15.757619047619048,void,void,void,void,void,void
1948-08-01,void,void,void,void,8.89,3.9,15.939545454545454,void,void,void,void,void,void
1948-07-01,void,void,void,void,9.91,3.6,16.42142857142857,void,void,void,void,void,void
1948-06-01,2121899.0,0.0165,0.0458,0.0677,9.55,3.6,16.824545454545454,void,void,void,void,void,void
1948-05-01,void,void,void,void,9.13,3.5,16.1125,void,void,void,void,void,void
1948-04-01,void,void,void,void,8.68,3.9,15.400384615384617,void,void,void,void,void,void
1948-03-01,2087442.0,0.015,0.026000000000000002,0.061500000000000006,6.85,4,14.303461538461537,void,void,void,void,void,void
1948-02-01,void,void,void,void,9.3,3.8,14.099545454545455,void,void,void,void,void,void
1948-01-01,void,void,void,void,10.23,3.4,14.825999999999999,void,void,void,void,void,void
1947-12-01,2056508.0,0.015600000000000001,0.0,0.0641,8.84,void,15.031818181818181,void,void,void,void,void,void
1947-11-01,void,void,void,void,8.45,void,15.270588235294118,void,void,void,void,void,void
1947-10-01,void,void,void,void,10.58,void,15.449545454545454,void,void,void,void,void,void
1947-09-01,2024834.0,-0.0021,0.0,-0.008199999999999999,12.75,void,15.063333333333333,void,void,void,void,void,void
1947-08-01,void,void,void,void,11.39,void,15.456666666666665,void,void,void,void,void,void
1947-07-01,void,void,void,void,12.12,void,15.767727272727273,void,void,void,void,void,void
1947-06-01,2029024.0,-0.0027,0.0,-0.0106,17.65,void,14.847619047619048,void,void,void,void,void,void
1947-05-01,void,void,void,void,18.38,void,14.332380952380953,void,void,void,void,void,void
1947-04-01,void,void,void,void,19.02,void,14.60190476190476,void,void,void,void,void,void
1947-03-01,2034450.0,0.0,0.0,0.0,19.67,void,15.156190476190474,void,void,void,void,void,void
1947-02-01,void,void,void,void,18.78,void,15.780526315789473,void,void,void,void,void,void
1947-01-01,void,void,void,void,18.13,void,15.215909090909092,void,void,void,void,void,void
1946-12-01,void,void,void,void,18.13,void,15.120952380952382,void,void,void,void,void,void
1946-11-01,void,void,void,void,17.68,void,14.667777777777777,void,void,void,void,void,void
1946-10-01,void,void,void,void,14.92,void,14.749130434782609,void,void,void,void,void,void
1946-09-01,void,void,void,void,12.71,void,15.0935,void,void,void,void,void,void
1946-08-01,void,void,void,void,11.6,void,17.702727272727273,void,void,void,void,void,void
1946-07-01,void,void,void,void,9.39,void,18.053636363636365,void,void,void,void,void,void
1946-06-01,void,void,void,void,3.31,void,18.5805,void,void,void,void,void,void
1946-05-01,void,void,void,void,3.35,void,18.71227272727273,void,void,void,void,void,void
1946-04-01,void,void,void,void,3.37,void,18.65142857142857,void,void,void,void,void,void
1946-03-01,void,void,void,void,2.81,void,17.52190476190476,void,void,void,void,void,void
1946-02-01,void,void,void,void,1.69,void,17.984444444444446,void,void,void,void,void,void
1946-01-01,void,void,void,void,2.25,void,18.041363636363634,void,void,void,void,void,void
1945-12-01,void,void,void,void,2.25,void,17.319473684210525,void,void,void,void,void,void
1945-11-01,void,void,void,void,2.26,void,17.051052631578948,void,void,void,void,void,void
1945-10-01,void,void,void,void,2.26,void,16.496363636363636,void,void,void,void,void,void
1945-09-01,void,void,void,void,2.26,void,15.83578947368421,void,void,void,void,void,void
1945-08-01,void,void,void,void,2.26,void,14.825714285714284,void,void,void,void,void,void
1945-07-01,void,void,void,void,2.26,void,14.78142857142857,void,void,void,void,void,void
1945-06-01,void,void,void,void,2.84,void,15.086666666666666,void,void,void,void,void,void
1945-05-01,void,void,void,void,2.29,void,14.813636363636363,void,void,void,void,void,void
1945-04-01,void,void,void,void,1.71,void,14.265714285714285,void,void,void,void,void,void
1945-03-01,void,void,void,void,2.3,void,13.937142857142858,void,void,void,void,void,void
1945-02-01,void,void,void,void,2.3,void,13.946111111111112,void,void,void,void,void,void
1945-01-01,void,void,void,void,2.3,void,13.485454545454546,void,void,void,void,void,void
1944-12-01,void,void,void,void,2.3,void,13.084999999999999,void,void,void,void,void,void
1944-11-01,void,void,void,void,1.72,void,12.822,void,void,void,void,void,void
1944-10-01,void,void,void,void,1.72,void,12.895238095238096,void,void,void,void,void,void
1944-09-01,void,void,void,void,1.72,void,12.597,void,void,void,void,void,void
1944-08-01,void,void,void,void,2.31,void,12.82,void,void,void,void,void,void
1944-07-01,void,void,void,void,1.72,void,13.008000000000001,void,void,void,void,void,void
1944-06-01,void,void,void,void,0.57,void,12.67818181818182,void,void,void,void,void,void
1944-05-01,void,void,void,void,0,void,12.100909090909092,void,void,void,void,void,void
1944-04-01,void,void,void,void,0.57,void,11.878421052631579,void,void,void,void,void,void
1944-03-01,void,void,void,void,1.16,void,12.096086956521738,void,void,void,void,void,void
1944-02-01,void,void,void,void,2.96,void,11.7705,void,void,void,void,void,void
1944-01-01,void,void,void,void,2.96,void,11.848095238095238,void,void,void,void,void,void
1943-12-01,void,void,void,void,2.96,void,11.480434782608697,void,void,void,void,void,void
1943-11-01,void,void,void,void,3.57,void,11.332105263157894,void,void,void,void,void,void
1943-10-01,void,void,void,void,4.19,void,11.869,void,void,void,void,void,void
1943-09-01,void,void,void,void,5.45,void,11.986190476190476,void,void,void,void,void,void
1943-08-01,void,void,void,void,4.85,void,11.739090909090908,void,void,void,void,void,void
1943-07-01,void,void,void,void,6.1,void,12.359523809523811,void,void,void,void,void,void
1943-06-01,void,void,void,void,7.36,void,12.085,void,void,void,void,void,void
1943-05-01,void,void,void,void,7.36,void,11.894,void,void,void,void,void,void
1943-04-01,void,void,void,void,8.07,void,11.450952380952382,void,void,void,void,void,void
1943-03-01,void,void,void,void,7.5,void,11.065217391304348,void,void,void,void,void,void
1943-02-01,void,void,void,void,6.96,void,10.678333333333335,void,void,void,void,void,void
1943-01-01,void,void,void,void,7.64,void,10.089,void,void,void,void,void,void
1942-12-01,void,void,void,void,9.03,void,9.518181818181818,void,void,void,void,void,void
1942-11-01,void,void,void,void,9.09,void,9.45722222222222,void,void,void,void,void,void
1942-10-01,void,void,void,void,9.15,void,9.313809523809525,void,void,void,void,void,void
1942-09-01,void,void,void,void,9.27,void,8.682857142857143,void,void,void,void,void,void
1942-08-01,void,void,void,void,10.74,void,8.59047619047619,void,void,void,void,void,void
1942-07-01,void,void,void,void,11.56,void,8.635652173913044,void,void,void,void,void,void
1942-06-01,void,void,void,void,10.88,void,8.325000000000001,void,void,void,void,void,void
1942-05-01,void,void,void,void,13.19,void,7.929047619047618,void,void,void,void,void,void
1942-04-01,void,void,void,void,12.59,void,7.835238095238095,void,void,void,void,void,void
1942-03-01,void,void,void,void,12.68,void,8.18909090909091,void,void,void,void,void,void
1942-02-01,void,void,void,void,12.06,void,8.65388888888889,void,void,void,void,void,void
1942-01-01,void,void,void,void,11.35,void,8.935714285714287,void,void,void,void,void,void
1941-12-01,void,void,void,void,9.93,void,8.756818181818183,void,void,void,void,void,void
1941-11-01,void,void,void,void,10,void,9.367058823529412,void,void,void,void,void,void
1941-10-01,void,void,void,void,9.29,void,9.810454545454546,void,void,void,void,void,void
1941-09-01,void,void,void,void,7.86,void,10.244761904761905,void,void,void,void,void,void
1941-08-01,void,void,void,void,6.43,void,10.216190476190476,void,void,void,void,void,void
1941-07-01,void,void,void,void,5,void,10.271363636363636,void,void,void,void,void,void
1941-06-01,void,void,void,void,4.26,void,9.75952380952381,void,void,void,void,void,void
1941-05-01,void,void,void,void,2.86,void,9.42904761904762,void,void,void,void,void,void
1941-04-01,void,void,void,void,2.14,void,9.640952380952381,void,void,void,void,void,void
1941-03-01,void,void,void,void,1.43,void,9.955714285714285,void,void,void,void,void,void
1941-02-01,void,void,void,void,0.71,void,9.882105263157895,void,void,void,void,void,void
1941-01-01,void,void,void,void,1.44,void,10.538636363636364,void,void,void,void,void,void
1940-12-01,void,void,void,void,0.71,void,10.5348,void,void,void,void,void,void
1940-11-01,void,void,void,void,0,void,10.98304347826087,void,void,void,void,void,void
1940-10-01,void,void,void,void,0,void,10.730384615384615,void,void,void,void,void,void
1940-09-01,void,void,void,void,-0.71,void,10.630833333333333,void,void,void,void,void,void
1940-08-01,void,void,void,void,1.45,void,10.19814814814815,void,void,void,void,void,void
1940-07-01,void,void,void,void,1.45,void,9.992307692307692,void,void,void,void,void,void
1940-06-01,void,void,void,void,2.17,void,9.6712,void,void,void,void,void,void
1940-05-01,void,void,void,void,1.45,void,10.57846153846154,void,void,void,void,void,void
1940-04-01,void,void,void,void,1.45,void,12.266538461538461,void,void,void,void,void,void
1940-03-01,void,void,void,void,0.72,void,12.145999999999999,void,void,void,void,void,void
1940-02-01,void,void,void,void,0.72,void,12.22,void,void,void,void,void,void
1940-01-01,void,void,void,void,-0.71,void,12.3,void,void,void,void,void,void
1939-12-01,void,void,void,void,0,void,12.365599999999999,void,void,void,void,void,void
1939-11-01,void,void,void,void,0,void,12.668260869565218,void,void,void,void,void,void
1939-10-01,void,void,void,void,0,void,12.895199999999999,void,void,void,void,void,void
1939-09-01,void,void,void,void,0,void,12.7744,void,void,void,void,void,void
1939-08-01,void,void,void,void,-2.13,void,11.53962962962963,void,void,void,void,void,void
1939-07-01,void,void,void,void,-2.13,void,11.706,void,void,void,void,void,void
1939-06-01,void,void,void,void,-2.13,void,11.431923076923077,void,void,void,void,void,void
